b1	b2	b3	b4	b5	b6	b7	r1	r2	r3	r4	r5	r6	r7	R01	R02	R03	R04	R05	R06	R07
0.386	0.679	0.394	0.234	0.383	0.403	0.147	0.055	0.183	0.055	0.058	0.034	0.026	0.027	3.119	5.979	3.179	1.89	3.044	3.19	1.161
0.386	0.679	0.394	0.234	0.383	0.403	0.147	0.055	0.183	0.055	0.058	0.034	0.026	0.027	3.119	5.979	3.179	1.89	3.044	3.19	1.161
0.39	0.681	0.389	0.237	0.381	0.402	0.146	0.056	0.183	0.055	0.058	0.034	0.027	0.027	3.152	5.997	3.144	1.921	3.03	3.179	1.156
0.389	0.683	0.39	0.238	0.379	0.399	0.147	0.055	0.183	0.055	0.057	0.034	0.027	0.028	3.144	6.012	3.146	1.922	3.017	3.16	1.161
0.395	0.682	0.389	0.236	0.376	0.397	0.147	0.055	0.184	0.055	0.058	0.034	0.027	0.028	3.188	6.011	3.14	1.909	2.993	3.143	1.161
0.39	0.688	0.386	0.236	0.376	0.398	0.147	0.055	0.183	0.054	0.058	0.034	0.027	0.028	3.148	6.057	3.118	1.911	2.987	3.147	1.161
0.389	0.683	0.39	0.236	0.378	0.395	0.146	0.055	0.182	0.053	0.058	0.034	0.027	0.028	3.136	6.01	3.146	1.909	3.009	3.128	1.157
0.382	0.682	0.392	0.234	0.381	0.396	0.146	0.056	0.183	0.054	0.058	0.034	0.027	0.028	3.086	6.01	3.165	1.892	3.028	3.136	1.155
0.38	0.691	0.389	0.233	0.383	0.397	0.146	0.056	0.185	0.055	0.059	0.033	0.027	0.028	3.07	6.091	3.143	1.885	3.045	3.138	1.159
0.379	0.684	0.391	0.232	0.379	0.397	0.147	0.055	0.183	0.054	0.06	0.035	0.028	0.028	3.061	6.03	3.157	1.877	3.016	3.139	1.164
0.379	0.684	0.391	0.232	0.379	0.397	0.147	0.055	0.183	0.054	0.06	0.035	0.028	0.028	3.061	6.03	3.157	1.877	3.016	3.139	1.164
0.38	0.682	0.392	0.235	0.378	0.4	0.148	0.055	0.184	0.054	0.06	0.035	0.027	0.028	3.066	6.009	3.161	1.907	3.011	3.165	1.174
0.38	0.682	0.392	0.235	0.378	0.4	0.148	0.055	0.184	0.054	0.06	0.035	0.027	0.028	3.066	6.009	3.161	1.907	3.011	3.165	1.174
0.38	0.682	0.392	0.235	0.378	0.4	0.148	0.055	0.184	0.054	0.06	0.035	0.027	0.028	3.066	6.009	3.161	1.907	3.011	3.165	1.174
0.386	0.685	0.386	0.233	0.378	0.4	0.149	0.056	0.183	0.056	0.06	0.035	0.028	0.028	3.119	6.033	3.114	1.889	3.01	3.163	1.177
0.373	0.688	0.382	0.239	0.377	0.397	0.148	0.057	0.184	0.055	0.061	0.035	0.028	0.029	3.013	6.064	3.086	1.933	3	3.143	1.173
0.377	0.688	0.382	0.24	0.378	0.397	0.15	0.057	0.184	0.056	0.061	0.035	0.028	0.028	3.046	6.062	3.081	1.942	3.011	3.147	1.185
0.377	0.688	0.382	0.24	0.378	0.397	0.15	0.057	0.184	0.056	0.061	0.035	0.028	0.028	3.046	6.062	3.081	1.942	3.011	3.147	1.185
0.405	0.686	0.373	0.237	0.378	0.399	0.15	0.056	0.183	0.056	0.059	0.035	0.028	0.028	3.274	6.042	3.014	1.914	3.006	3.159	1.184
0.396	0.686	0.378	0.239	0.378	0.4	0.149	0.057	0.184	0.056	0.059	0.035	0.028	0.028	3.203	6.048	3.05	1.931	3.005	3.163	1.178
0.392	0.686	0.378	0.239	0.374	0.401	0.15	0.058	0.183	0.056	0.058	0.035	0.028	0.028	3.173	6.047	3.055	1.935	2.979	3.171	1.185
0.393	0.69	0.377	0.239	0.371	0.4	0.15	0.057	0.183	0.056	0.058	0.035	0.028	0.028	3.174	6.078	3.047	1.93	2.957	3.163	1.189
0.376	0.691	0.382	0.24	0.372	0.401	0.149	0.058	0.183	0.056	0.058	0.035	0.028	0.028	3.043	6.086	3.089	1.945	2.963	3.172	1.179
0.376	0.691	0.382	0.24	0.372	0.401	0.149	0.058	0.183	0.056	0.058	0.035	0.028	0.028	3.043	6.086	3.089	1.945	2.963	3.172	1.179
0.369	0.702	0.375	0.24	0.375	0.399	0.15	0.059	0.182	0.055	0.058	0.035	0.028	0.028	2.983	6.182	3.03	1.941	2.988	3.158	1.19
0.375	0.691	0.382	0.242	0.373	0.399	0.148	0.059	0.181	0.056	0.058	0.034	0.028	0.028	3.035	6.077	3.086	1.958	2.969	3.158	1.174
0.382	0.686	0.38	0.246	0.377	0.399	0.149	0.059	0.18	0.057	0.058	0.035	0.027	0.028	3.092	6.035	3.071	1.989	3	3.156	1.18
0.386	0.683	0.38	0.246	0.379	0.402	0.15	0.06	0.181	0.058	0.059	0.035	0.027	0.027	3.124	6.005	3.07	1.991	3.014	3.18	1.183
0.387	0.683	0.378	0.246	0.381	0.402	0.15	0.061	0.181	0.056	0.058	0.035	0.027	0.028	3.136	6.009	3.059	1.987	3.03	3.179	1.185
0.388	0.683	0.377	0.248	0.376	0.403	0.149	0.062	0.181	0.056	0.059	0.035	0.027	0.027	3.15	6.005	3.048	2.004	2.99	3.19	1.181
0.388	0.678	0.387	0.24	0.376	0.407	0.148	0.064	0.18	0.059	0.057	0.035	0.027	0.027	3.154	5.96	3.136	1.943	2.992	3.217	1.174
0.393	0.677	0.388	0.243	0.371	0.403	0.149	0.063	0.181	0.059	0.057	0.035	0.027	0.028	3.189	5.955	3.137	1.963	2.954	3.192	1.177
0.393	0.677	0.388	0.243	0.371	0.403	0.149	0.063	0.181	0.059	0.057	0.035	0.027	0.028	3.189	5.955	3.137	1.963	2.954	3.192	1.177
0.383	0.678	0.383	0.251	0.377	0.4	0.148	0.061	0.18	0.059	0.059	0.034	0.027	0.028	3.108	5.961	3.102	2.034	2.998	3.163	1.175
0.386	0.679	0.385	0.243	0.384	0.403	0.148	0.061	0.179	0.058	0.059	0.034	0.026	0.027	3.131	5.962	3.115	1.967	3.056	3.185	1.17
0.386	0.679	0.385	0.243	0.384	0.403	0.148	0.061	0.179	0.058	0.059	0.034	0.026	0.027	3.131	5.962	3.115	1.967	3.056	3.185	1.17
0.393	0.678	0.386	0.239	0.386	0.401	0.148	0.061	0.179	0.057	0.059	0.034	0.026	0.027	3.188	5.955	3.12	1.934	3.073	3.173	1.168
0.393	0.678	0.386	0.239	0.386	0.401	0.148	0.061	0.179	0.057	0.059	0.034	0.026	0.027	3.188	5.955	3.12	1.934	3.073	3.173	1.168
0.393	0.678	0.386	0.239	0.386	0.401	0.148	0.061	0.179	0.057	0.059	0.034	0.026	0.027	3.188	5.955	3.12	1.934	3.073	3.173	1.168
0.398	0.684	0.379	0.238	0.386	0.397	0.148	0.061	0.179	0.057	0.058	0.034	0.027	0.028	3.225	6.007	3.064	1.925	3.074	3.14	1.168
0.402	0.676	0.382	0.235	0.392	0.401	0.147	0.061	0.177	0.056	0.06	0.034	0.027	0.027	3.259	5.934	3.086	1.903	3.115	3.171	1.162
0.402	0.679	0.382	0.233	0.392	0.398	0.148	0.062	0.177	0.057	0.06	0.034	0.027	0.028	3.26	5.955	3.089	1.888	3.121	3.15	1.17
0.425	0.663	0.386	0.237	0.387	0.399	0.148	0.063	0.177	0.056	0.06	0.033	0.027	0.027	3.451	5.817	3.117	1.916	3.078	3.153	1.168
0.426	0.656	0.392	0.235	0.383	0.401	0.146	0.063	0.176	0.056	0.059	0.034	0.027	0.028	3.457	5.752	3.165	1.899	3.045	3.171	1.158
0.426	0.656	0.392	0.235	0.383	0.401	0.146	0.063	0.176	0.056	0.059	0.034	0.027	0.028	3.457	5.752	3.165	1.899	3.045	3.171	1.158
0.426	0.657	0.394	0.234	0.382	0.397	0.146	0.062	0.176	0.056	0.059	0.034	0.027	0.028	3.455	5.764	3.179	1.896	3.037	3.139	1.157
0.428	0.657	0.39	0.237	0.382	0.399	0.147	0.061	0.177	0.056	0.06	0.034	0.027	0.028	3.47	5.767	3.148	1.917	3.038	3.155	1.161
0.424	0.671	0.387	0.231	0.376	0.401	0.147	0.062	0.176	0.055	0.058	0.035	0.028	0.028	3.437	5.881	3.122	1.866	2.992	3.174	1.166
0.422	0.664	0.389	0.233	0.379	0.403	0.147	0.061	0.175	0.055	0.059	0.035	0.027	0.028	3.419	5.82	3.138	1.885	3.014	3.186	1.161
0.422	0.664	0.389	0.233	0.379	0.403	0.147	0.061	0.175	0.055	0.059	0.035	0.027	0.028	3.419	5.82	3.138	1.885	3.014	3.186	1.161
0.422	0.664	0.389	0.233	0.379	0.403	0.147	0.061	0.175	0.055	0.059	0.035	0.027	0.028	3.419	5.82	3.138	1.885	3.014	3.186	1.161
0.422	0.664	0.389	0.233	0.379	0.403	0.147	0.061	0.175	0.055	0.059	0.035	0.027	0.028	3.419	5.82	3.138	1.885	3.014	3.186	1.161
0.428	0.668	0.383	0.231	0.38	0.401	0.147	0.062	0.174	0.055	0.06	0.035	0.028	0.028	3.47	5.85	3.093	1.871	3.028	3.172	1.162
0.426	0.674	0.385	0.225	0.38	0.397	0.147	0.062	0.174	0.052	0.059	0.035	0.028	0.029	3.456	5.901	3.106	1.818	3.023	3.141	1.165
0.423	0.678	0.384	0.221	0.379	0.398	0.147	0.062	0.175	0.052	0.059	0.036	0.028	0.029	3.434	5.937	3.094	1.786	3.021	3.155	1.166
0.427	0.673	0.388	0.221	0.379	0.399	0.148	0.061	0.175	0.052	0.059	0.036	0.028	0.029	3.464	5.896	3.126	1.786	3.02	3.156	1.169
0.427	0.673	0.388	0.221	0.379	0.399	0.148	0.061	0.175	0.052	0.059	0.036	0.028	0.029	3.464	5.896	3.126	1.786	3.02	3.156	1.169
0.425	0.671	0.39	0.221	0.378	0.399	0.147	0.062	0.175	0.053	0.059	0.036	0.028	0.029	3.447	5.876	3.144	1.791	3.009	3.16	1.167
0.425	0.671	0.39	0.221	0.378	0.399	0.147	0.062	0.175	0.053	0.059	0.036	0.028	0.029	3.447	5.876	3.144	1.791	3.009	3.16	1.167
0.425	0.671	0.39	0.221	0.378	0.399	0.147	0.062	0.175	0.053	0.059	0.036	0.028	0.029	3.447	5.876	3.144	1.791	3.009	3.16	1.167
0.431	0.671	0.387	0.221	0.378	0.399	0.148	0.062	0.176	0.052	0.059	0.035	0.028	0.028	3.498	5.883	3.121	1.792	3.009	3.16	1.171
0.431	0.671	0.387	0.221	0.378	0.399	0.148	0.062	0.176	0.052	0.059	0.035	0.028	0.028	3.498	5.883	3.121	1.792	3.009	3.16	1.171
0.431	0.671	0.387	0.221	0.378	0.399	0.148	0.062	0.176	0.052	0.059	0.035	0.028	0.028	3.498	5.883	3.121	1.792	3.009	3.16	1.171
0.426	0.674	0.387	0.224	0.381	0.397	0.148	0.061	0.175	0.053	0.059	0.035	0.027	0.028	3.457	5.904	3.121	1.812	3.034	3.141	1.172
0.439	0.669	0.381	0.232	0.383	0.399	0.148	0.063	0.175	0.053	0.058	0.034	0.027	0.028	3.567	5.862	3.069	1.873	3.043	3.155	1.174
0.444	0.667	0.382	0.231	0.381	0.399	0.148	0.063	0.174	0.053	0.057	0.034	0.027	0.028	3.609	5.846	3.078	1.868	3.033	3.153	1.173
0.445	0.667	0.381	0.232	0.381	0.398	0.148	0.063	0.175	0.053	0.057	0.034	0.027	0.028	3.616	5.842	3.07	1.877	3.026	3.148	1.171
0.445	0.665	0.383	0.233	0.381	0.397	0.147	0.063	0.173	0.053	0.058	0.034	0.027	0.028	3.613	5.82	3.089	1.887	3.026	3.14	1.168
0.439	0.664	0.382	0.237	0.381	0.394	0.147	0.063	0.172	0.054	0.059	0.034	0.027	0.028	3.569	5.812	3.08	1.916	3.027	3.117	1.162
0.432	0.669	0.382	0.238	0.38	0.394	0.147	0.064	0.171	0.054	0.059	0.033	0.027	0.028	3.508	5.842	3.081	1.923	3.023	3.116	1.166
0.432	0.669	0.382	0.238	0.38	0.394	0.147	0.064	0.171	0.054	0.059	0.033	0.027	0.028	3.508	5.842	3.081	1.923	3.023	3.116	1.166
0.426	0.671	0.38	0.237	0.382	0.394	0.148	0.064	0.171	0.054	0.059	0.034	0.027	0.028	3.457	5.866	3.064	1.918	3.042	3.117	1.17
0.426	0.671	0.38	0.237	0.382	0.394	0.148	0.064	0.171	0.054	0.059	0.034	0.027	0.028	3.457	5.866	3.064	1.918	3.042	3.117	1.17
0.426	0.671	0.38	0.237	0.382	0.394	0.148	0.064	0.171	0.054	0.059	0.034	0.027	0.028	3.457	5.866	3.064	1.918	3.042	3.117	1.17
0.433	0.668	0.38	0.235	0.383	0.396	0.148	0.063	0.17	0.055	0.059	0.035	0.028	0.028	3.514	5.832	3.068	1.899	3.049	3.134	1.171
0.435	0.668	0.381	0.236	0.38	0.398	0.147	0.063	0.17	0.054	0.058	0.034	0.027	0.028	3.527	5.834	3.071	1.907	3.023	3.151	1.167
0.435	0.668	0.381	0.236	0.38	0.398	0.147	0.063	0.17	0.054	0.058	0.034	0.027	0.028	3.527	5.834	3.071	1.907	3.023	3.151	1.167
0.445	0.666	0.375	0.236	0.384	0.398	0.148	0.062	0.171	0.055	0.059	0.035	0.027	0.028	3.608	5.816	3.024	1.908	3.057	3.152	1.171
0.451	0.667	0.372	0.237	0.382	0.397	0.148	0.062	0.171	0.055	0.059	0.034	0.027	0.028	3.655	5.827	3.007	1.918	3.042	3.138	1.174
0.451	0.667	0.372	0.237	0.382	0.397	0.148	0.062	0.171	0.055	0.059	0.034	0.027	0.028	3.655	5.827	3.007	1.918	3.042	3.138	1.174
0.446	0.668	0.372	0.238	0.383	0.399	0.149	0.062	0.17	0.054	0.059	0.034	0.027	0.028	3.618	5.838	3.003	1.923	3.043	3.154	1.18
0.437	0.668	0.379	0.237	0.381	0.398	0.149	0.063	0.17	0.054	0.059	0.034	0.027	0.028	3.544	5.836	3.056	1.918	3.029	3.152	1.179
0.425	0.671	0.384	0.233	0.381	0.394	0.149	0.062	0.169	0.055	0.058	0.034	0.027	0.028	3.445	5.859	3.103	1.886	3.027	3.117	1.183
0.431	0.666	0.384	0.236	0.378	0.397	0.15	0.062	0.168	0.055	0.058	0.034	0.027	0.028	3.495	5.809	3.097	1.907	3.01	3.145	1.187
0.45	0.657	0.381	0.236	0.379	0.397	0.15	0.062	0.169	0.055	0.059	0.035	0.027	0.028	3.648	5.734	3.072	1.911	3.02	3.145	1.184
0.45	0.657	0.381	0.236	0.379	0.397	0.15	0.062	0.169	0.055	0.059	0.035	0.027	0.028	3.648	5.734	3.072	1.911	3.02	3.145	1.184
0.45	0.657	0.381	0.236	0.379	0.397	0.15	0.062	0.169	0.055	0.059	0.035	0.027	0.028	3.648	5.734	3.072	1.911	3.02	3.145	1.184
0.453	0.658	0.382	0.232	0.38	0.396	0.15	0.063	0.169	0.055	0.059	0.035	0.028	0.028	3.679	5.741	3.087	1.877	3.019	3.138	1.19
0.459	0.662	0.383	0.228	0.374	0.393	0.15	0.063	0.168	0.054	0.057	0.035	0.028	0.029	3.729	5.771	3.089	1.846	2.974	3.112	1.189
0.459	0.662	0.383	0.228	0.374	0.393	0.15	0.063	0.168	0.054	0.057	0.035	0.028	0.029	3.729	5.771	3.089	1.846	2.974	3.112	1.189
0.459	0.662	0.383	0.228	0.374	0.393	0.15	0.063	0.168	0.054	0.057	0.035	0.028	0.029	3.729	5.771	3.089	1.846	2.974	3.112	1.189
0.461	0.66	0.381	0.231	0.376	0.394	0.15	0.064	0.169	0.053	0.057	0.035	0.028	0.028	3.742	5.757	3.076	1.865	2.993	3.119	1.192
0.461	0.66	0.381	0.231	0.376	0.394	0.15	0.064	0.169	0.053	0.057	0.035	0.028	0.028	3.742	5.757	3.076	1.865	2.993	3.119	1.192
0.461	0.66	0.381	0.231	0.376	0.394	0.15	0.064	0.169	0.053	0.057	0.035	0.028	0.028	3.742	5.757	3.076	1.865	2.993	3.119	1.192
0.461	0.66	0.381	0.231	0.376	0.394	0.15	0.064	0.169	0.053	0.057	0.035	0.028	0.028	3.742	5.757	3.076	1.865	2.993	3.119	1.192
