b1	b2	b3	b4	b5	b6	b7	r1	r2	r3	r4	r5	r6	r7	R01	R02	R03	R04	R05	R06	R07
0.446	0.665	0.385	0.228	0.375	0.402	0.15	0.064	0.17	0.052	0.059	0.035	0.027	0.028	3.621	5.803	3.103	1.844	2.988	3.181	1.187
0.454	0.661	0.384	0.226	0.375	0.401	0.151	0.065	0.169	0.052	0.06	0.035	0.028	0.028	3.688	5.766	3.091	1.833	2.982	3.177	1.193
0.45	0.663	0.382	0.228	0.381	0.399	0.152	0.064	0.168	0.052	0.059	0.034	0.028	0.028	3.655	5.777	3.08	1.848	3.029	3.162	1.202
0.452	0.664	0.38	0.229	0.384	0.399	0.151	0.064	0.168	0.053	0.059	0.034	0.027	0.028	3.675	5.789	3.063	1.854	3.053	3.154	1.199
0.452	0.662	0.378	0.231	0.384	0.402	0.152	0.063	0.167	0.053	0.059	0.034	0.027	0.027	3.672	5.771	3.049	1.869	3.056	3.184	1.199
0.452	0.662	0.378	0.231	0.384	0.402	0.152	0.063	0.167	0.053	0.059	0.034	0.027	0.027	3.672	5.771	3.049	1.869	3.056	3.184	1.199
0.463	0.667	0.372	0.231	0.383	0.401	0.151	0.063	0.167	0.053	0.058	0.035	0.027	0.027	3.761	5.81	3.003	1.87	3.045	3.174	1.197
0.461	0.668	0.371	0.232	0.385	0.4	0.152	0.063	0.166	0.054	0.059	0.034	0.027	0.027	3.742	5.817	2.992	1.88	3.065	3.165	1.202
0.457	0.669	0.372	0.231	0.388	0.4	0.152	0.064	0.166	0.054	0.059	0.034	0.027	0.027	3.71	5.826	2.999	1.872	3.082	3.164	1.207
0.463	0.663	0.374	0.23	0.391	0.399	0.151	0.064	0.166	0.054	0.059	0.033	0.027	0.028	3.765	5.779	3.017	1.865	3.111	3.153	1.199
0.461	0.667	0.374	0.232	0.387	0.4	0.151	0.063	0.167	0.054	0.058	0.033	0.026	0.027	3.744	5.812	3.017	1.877	3.079	3.159	1.193
0.452	0.673	0.371	0.23	0.386	0.397	0.151	0.063	0.167	0.053	0.059	0.034	0.027	0.028	3.667	5.864	2.992	1.86	3.071	3.139	1.195
0.442	0.668	0.376	0.227	0.389	0.399	0.154	0.065	0.167	0.055	0.06	0.034	0.027	0.028	3.591	5.825	3.031	1.84	3.096	3.155	1.216
0.439	0.669	0.38	0.229	0.386	0.399	0.154	0.065	0.167	0.054	0.059	0.034	0.027	0.028	3.572	5.832	3.068	1.852	3.072	3.16	1.221
0.439	0.67	0.388	0.222	0.379	0.401	0.154	0.065	0.167	0.054	0.058	0.035	0.027	0.027	3.568	5.839	3.127	1.799	3.013	3.173	1.221
0.446	0.672	0.383	0.223	0.378	0.403	0.154	0.065	0.166	0.054	0.058	0.035	0.027	0.028	3.625	5.852	3.086	1.803	3.009	3.187	1.215
0.435	0.676	0.384	0.225	0.379	0.4	0.152	0.064	0.165	0.053	0.058	0.034	0.027	0.027	3.532	5.885	3.094	1.818	3.017	3.163	1.205
0.43	0.678	0.383	0.229	0.379	0.4	0.151	0.064	0.166	0.054	0.058	0.035	0.027	0.027	3.498	5.903	3.085	1.851	3.015	3.161	1.196
0.434	0.676	0.381	0.229	0.377	0.398	0.151	0.064	0.166	0.053	0.058	0.035	0.027	0.028	3.527	5.883	3.069	1.851	2.999	3.151	1.195
0.434	0.676	0.381	0.229	0.377	0.398	0.151	0.064	0.166	0.053	0.058	0.035	0.027	0.028	3.527	5.883	3.069	1.851	2.999	3.151	1.195
0.434	0.676	0.381	0.229	0.377	0.398	0.151	0.064	0.166	0.053	0.058	0.035	0.027	0.028	3.527	5.883	3.069	1.851	2.999	3.151	1.195
0.438	0.67	0.388	0.227	0.377	0.396	0.151	0.064	0.165	0.053	0.057	0.034	0.027	0.028	3.56	5.832	3.125	1.84	3	3.137	1.199
0.438	0.67	0.388	0.227	0.377	0.396	0.151	0.064	0.165	0.053	0.057	0.034	0.027	0.028	3.56	5.832	3.125	1.84	3	3.137	1.199
0.438	0.67	0.388	0.227	0.377	0.396	0.151	0.064	0.165	0.053	0.057	0.034	0.027	0.028	3.56	5.832	3.125	1.84	3	3.137	1.199
0.438	0.67	0.388	0.227	0.377	0.396	0.151	0.064	0.165	0.053	0.057	0.034	0.027	0.028	3.56	5.832	3.125	1.84	3	3.137	1.199
0.438	0.67	0.388	0.227	0.377	0.396	0.151	0.064	0.165	0.053	0.057	0.034	0.027	0.028	3.56	5.832	3.125	1.84	3	3.137	1.199
0.438	0.67	0.388	0.227	0.377	0.396	0.151	0.064	0.165	0.053	0.057	0.034	0.027	0.028	3.56	5.832	3.125	1.84	3	3.137	1.199
0.445	0.663	0.388	0.228	0.378	0.399	0.15	0.065	0.165	0.053	0.057	0.035	0.027	0.028	3.621	5.774	3.128	1.844	3.009	3.159	1.189
0.444	0.664	0.388	0.228	0.377	0.398	0.15	0.065	0.166	0.054	0.057	0.034	0.027	0.028	3.613	5.784	3.126	1.845	3.002	3.149	1.188
0.444	0.664	0.388	0.228	0.377	0.398	0.15	0.065	0.166	0.054	0.057	0.034	0.027	0.028	3.613	5.784	3.126	1.845	3.002	3.149	1.188
0.444	0.664	0.388	0.228	0.377	0.398	0.15	0.065	0.166	0.054	0.057	0.034	0.027	0.028	3.613	5.784	3.126	1.845	3.002	3.149	1.188
0.444	0.664	0.388	0.228	0.377	0.398	0.15	0.065	0.166	0.054	0.057	0.034	0.027	0.028	3.613	5.784	3.126	1.845	3.002	3.149	1.188
0.448	0.66	0.39	0.227	0.38	0.396	0.149	0.065	0.166	0.053	0.057	0.034	0.027	0.028	3.644	5.751	3.145	1.838	3.025	3.135	1.182
0.441	0.669	0.389	0.228	0.377	0.397	0.149	0.066	0.165	0.053	0.056	0.034	0.027	0.028	3.584	5.822	3.134	1.843	3.001	3.14	1.176
0.439	0.668	0.391	0.229	0.375	0.394	0.148	0.066	0.165	0.053	0.056	0.034	0.028	0.028	3.575	5.814	3.148	1.847	2.979	3.12	1.173
0.443	0.669	0.391	0.229	0.372	0.393	0.148	0.066	0.165	0.052	0.056	0.034	0.028	0.028	3.605	5.823	3.152	1.851	2.956	3.114	1.176
0.443	0.669	0.391	0.229	0.372	0.393	0.148	0.066	0.165	0.052	0.056	0.034	0.028	0.028	3.605	5.823	3.152	1.851	2.956	3.114	1.176
0.443	0.669	0.391	0.229	0.372	0.393	0.148	0.066	0.165	0.052	0.056	0.034	0.028	0.028	3.605	5.823	3.152	1.851	2.956	3.114	1.176
0.443	0.667	0.387	0.228	0.375	0.395	0.149	0.064	0.165	0.052	0.057	0.035	0.028	0.028	3.599	5.806	3.117	1.844	2.982	3.124	1.183
0.443	0.667	0.387	0.228	0.375	0.395	0.149	0.064	0.165	0.052	0.057	0.035	0.028	0.028	3.599	5.806	3.117	1.844	2.982	3.124	1.183
0.434	0.674	0.382	0.228	0.378	0.397	0.149	0.064	0.165	0.051	0.057	0.035	0.028	0.029	3.526	5.864	3.074	1.841	3.011	3.14	1.179
0.435	0.678	0.381	0.226	0.379	0.395	0.149	0.064	0.166	0.051	0.057	0.035	0.027	0.028	3.533	5.909	3.065	1.828	3.015	3.125	1.178
0.44	0.675	0.382	0.225	0.38	0.395	0.149	0.063	0.166	0.051	0.058	0.035	0.027	0.028	3.57	5.882	3.076	1.822	3.026	3.126	1.177
0.435	0.68	0.38	0.226	0.379	0.395	0.148	0.062	0.166	0.051	0.058	0.034	0.028	0.028	3.527	5.921	3.056	1.829	3.016	3.127	1.175
0.438	0.676	0.38	0.229	0.379	0.394	0.148	0.062	0.167	0.052	0.057	0.034	0.028	0.028	3.557	5.891	3.057	1.851	3.012	3.115	1.176
0.438	0.676	0.38	0.229	0.379	0.394	0.148	0.062	0.167	0.052	0.057	0.034	0.028	0.028	3.557	5.891	3.057	1.851	3.012	3.115	1.176
0.436	0.674	0.383	0.229	0.377	0.393	0.147	0.062	0.166	0.052	0.058	0.034	0.028	0.029	3.541	5.875	3.088	1.853	3	3.114	1.162
0.436	0.676	0.384	0.228	0.38	0.394	0.147	0.063	0.167	0.051	0.058	0.034	0.027	0.028	3.539	5.896	3.091	1.844	3.023	3.117	1.163
0.439	0.673	0.38	0.229	0.382	0.395	0.147	0.063	0.167	0.051	0.059	0.034	0.027	0.028	3.567	5.868	3.062	1.855	3.037	3.125	1.163
0.444	0.677	0.379	0.229	0.388	0.395	0.146	0.063	0.167	0.05	0.058	0.033	0.026	0.028	3.604	5.901	3.053	1.851	3.086	3.12	1.153
0.439	0.677	0.383	0.227	0.391	0.393	0.146	0.064	0.166	0.05	0.058	0.033	0.026	0.028	3.567	5.9	3.08	1.834	3.105	3.105	1.157
0.438	0.673	0.381	0.231	0.39	0.398	0.146	0.066	0.166	0.051	0.057	0.033	0.026	0.028	3.564	5.863	3.064	1.868	3.102	3.144	1.152
0.438	0.673	0.381	0.231	0.39	0.398	0.146	0.066	0.166	0.051	0.057	0.033	0.026	0.028	3.564	5.863	3.064	1.868	3.102	3.144	1.152
0.438	0.673	0.381	0.231	0.39	0.398	0.146	0.066	0.166	0.051	0.057	0.033	0.026	0.028	3.564	5.863	3.064	1.868	3.102	3.144	1.152
0.436	0.672	0.384	0.232	0.388	0.393	0.145	0.065	0.167	0.051	0.057	0.033	0.026	0.028	3.547	5.857	3.095	1.876	3.085	3.111	1.152
0.451	0.674	0.377	0.228	0.386	0.395	0.146	0.065	0.167	0.051	0.058	0.034	0.027	0.028	3.664	5.871	3.035	1.846	3.065	3.126	1.152
0.451	0.674	0.377	0.228	0.386	0.395	0.146	0.065	0.167	0.051	0.058	0.034	0.027	0.028	3.664	5.871	3.035	1.846	3.065	3.126	1.152
0.446	0.679	0.374	0.227	0.386	0.396	0.146	0.066	0.167	0.051	0.058	0.034	0.027	0.028	3.624	5.92	3.014	1.836	3.072	3.133	1.154
0.452	0.681	0.377	0.225	0.384	0.396	0.148	0.064	0.167	0.051	0.057	0.033	0.027	0.027	3.67	5.932	3.036	1.822	3.051	3.135	1.17
0.465	0.666	0.378	0.229	0.389	0.4	0.149	0.062	0.167	0.051	0.058	0.033	0.026	0.027	3.776	5.806	3.04	1.853	3.091	3.162	1.183
0.471	0.664	0.376	0.23	0.388	0.401	0.15	0.063	0.167	0.051	0.058	0.033	0.026	0.027	3.826	5.788	3.03	1.859	3.08	3.169	1.187
0.471	0.664	0.376	0.23	0.388	0.401	0.15	0.063	0.167	0.051	0.058	0.033	0.026	0.027	3.826	5.788	3.03	1.859	3.08	3.169	1.187
0.466	0.663	0.38	0.23	0.383	0.404	0.15	0.064	0.167	0.051	0.057	0.033	0.026	0.027	3.785	5.776	3.059	1.86	3.043	3.197	1.183
0.468	0.665	0.383	0.227	0.383	0.402	0.15	0.064	0.166	0.051	0.058	0.033	0.026	0.027	3.801	5.793	3.083	1.839	3.043	3.178	1.183
0.468	0.665	0.383	0.227	0.383	0.402	0.15	0.064	0.166	0.051	0.058	0.033	0.026	0.027	3.801	5.793	3.083	1.839	3.043	3.178	1.183
0.468	0.665	0.383	0.227	0.383	0.402	0.15	0.064	0.166	0.051	0.058	0.033	0.026	0.027	3.801	5.793	3.083	1.839	3.043	3.178	1.183
0.468	0.665	0.383	0.227	0.383	0.402	0.15	0.064	0.166	0.051	0.058	0.033	0.026	0.027	3.801	5.793	3.083	1.839	3.043	3.178	1.183
0.47	0.665	0.382	0.228	0.386	0.403	0.149	0.063	0.166	0.05	0.057	0.032	0.025	0.026	3.82	5.79	3.076	1.84	3.067	3.187	1.18
0.464	0.666	0.384	0.228	0.388	0.406	0.149	0.064	0.166	0.05	0.057	0.032	0.025	0.026	3.768	5.803	3.092	1.84	3.082	3.209	1.181
0.464	0.666	0.384	0.228	0.388	0.406	0.149	0.064	0.166	0.05	0.057	0.032	0.025	0.026	3.768	5.803	3.092	1.84	3.082	3.209	1.181
0.464	0.666	0.384	0.228	0.388	0.406	0.149	0.064	0.166	0.05	0.057	0.032	0.025	0.026	3.768	5.803	3.092	1.84	3.082	3.209	1.181
0.463	0.663	0.386	0.226	0.387	0.404	0.15	0.064	0.166	0.049	0.057	0.033	0.025	0.026	3.764	5.777	3.106	1.83	3.071	3.19	1.187
0.462	0.668	0.384	0.224	0.386	0.403	0.149	0.064	0.165	0.05	0.057	0.033	0.026	0.027	3.758	5.818	3.09	1.813	3.068	3.187	1.182
0.462	0.668	0.384	0.224	0.386	0.403	0.149	0.064	0.165	0.05	0.057	0.033	0.026	0.027	3.758	5.818	3.09	1.813	3.068	3.187	1.182
0.462	0.668	0.384	0.224	0.386	0.403	0.149	0.064	0.165	0.05	0.057	0.033	0.026	0.027	3.758	5.818	3.09	1.813	3.068	3.187	1.182
0.456	0.667	0.381	0.226	0.387	0.403	0.149	0.064	0.166	0.051	0.058	0.034	0.026	0.027	3.704	5.807	3.065	1.831	3.077	3.184	1.181
0.465	0.661	0.383	0.231	0.395	0.404	0.149	0.063	0.164	0.052	0.056	0.033	0.025	0.026	3.772	5.748	3.084	1.866	3.136	3.195	1.174
0.465	0.661	0.383	0.231	0.395	0.404	0.149	0.063	0.164	0.052	0.056	0.033	0.025	0.026	3.772	5.748	3.084	1.866	3.136	3.195	1.174
0.46	0.665	0.38	0.23	0.396	0.407	0.149	0.063	0.164	0.052	0.057	0.033	0.025	0.026	3.733	5.789	3.058	1.859	3.146	3.212	1.179
0.465	0.663	0.381	0.226	0.394	0.407	0.149	0.063	0.164	0.053	0.057	0.033	0.025	0.026	3.779	5.767	3.074	1.829	3.131	3.214	1.18
0.47	0.663	0.379	0.228	0.394	0.407	0.149	0.064	0.164	0.053	0.057	0.033	0.025	0.026	3.82	5.768	3.055	1.839	3.129	3.219	1.18
0.465	0.659	0.381	0.236	0.388	0.406	0.15	0.062	0.165	0.054	0.057	0.032	0.025	0.026	3.777	5.735	3.076	1.906	3.082	3.21	1.183
0.471	0.663	0.38	0.23	0.39	0.411	0.15	0.064	0.165	0.053	0.056	0.033	0.025	0.025	3.826	5.773	3.066	1.859	3.098	3.247	1.186
0.471	0.663	0.378	0.23	0.388	0.414	0.151	0.064	0.165	0.053	0.058	0.033	0.025	0.025	3.83	5.771	3.05	1.857	3.084	3.269	1.189
0.467	0.661	0.378	0.23	0.392	0.412	0.151	0.064	0.164	0.053	0.059	0.032	0.025	0.026	3.797	5.752	3.044	1.859	3.114	3.251	1.193
0.467	0.658	0.38	0.23	0.394	0.408	0.15	0.063	0.165	0.053	0.059	0.033	0.025	0.026	3.796	5.731	3.061	1.866	3.132	3.221	1.187
0.476	0.657	0.38	0.231	0.395	0.406	0.151	0.064	0.165	0.052	0.058	0.032	0.025	0.026	3.867	5.717	3.06	1.869	3.14	3.205	1.193
0.476	0.657	0.381	0.231	0.397	0.408	0.151	0.063	0.165	0.052	0.058	0.032	0.024	0.025	3.868	5.721	3.068	1.869	3.147	3.224	1.195
0.477	0.653	0.383	0.233	0.391	0.41	0.152	0.063	0.165	0.052	0.058	0.032	0.025	0.025	3.871	5.686	3.089	1.887	3.103	3.236	1.202
0.477	0.653	0.383	0.233	0.391	0.41	0.152	0.063	0.165	0.052	0.058	0.032	0.025	0.025	3.871	5.686	3.089	1.887	3.103	3.236	1.202
0.488	0.656	0.38	0.228	0.395	0.408	0.153	0.064	0.164	0.052	0.056	0.032	0.025	0.025	3.961	5.705	3.061	1.84	3.135	3.222	1.209
0.486	0.663	0.378	0.224	0.392	0.405	0.152	0.063	0.164	0.051	0.056	0.032	0.025	0.026	3.946	5.764	3.042	1.814	3.115	3.198	1.203
0.486	0.663	0.378	0.224	0.392	0.405	0.152	0.063	0.164	0.051	0.056	0.032	0.025	0.026	3.946	5.764	3.042	1.814	3.115	3.198	1.203
0.488	0.659	0.38	0.226	0.393	0.406	0.152	0.063	0.164	0.052	0.056	0.032	0.025	0.026	3.965	5.734	3.064	1.824	3.12	3.209	1.205
0.488	0.659	0.38	0.226	0.393	0.406	0.152	0.063	0.164	0.052	0.056	0.032	0.025	0.026	3.965	5.734	3.064	1.824	3.12	3.209	1.205
0.488	0.659	0.38	0.226	0.393	0.406	0.152	0.063	0.164	0.052	0.056	0.032	0.025	0.026	3.965	5.734	3.064	1.824	3.12	3.209	1.205
0.488	0.659	0.38	0.226	0.393	0.406	0.152	0.063	0.164	0.052	0.056	0.032	0.025	0.026	3.965	5.734	3.064	1.824	3.12	3.209	1.205
0.47	0.657	0.39	0.227	0.393	0.404	0.153	0.061	0.164	0.051	0.056	0.032	0.025	0.026	3.814	5.714	3.143	1.838	3.118	3.193	1.212
0.464	0.656	0.394	0.231	0.391	0.405	0.154	0.061	0.164	0.051	0.055	0.031	0.025	0.025	3.761	5.707	3.171	1.869	3.102	3.2	1.214
0.464	0.656	0.394	0.231	0.391	0.405	0.154	0.061	0.164	0.051	0.055	0.031	0.025	0.025	3.761	5.707	3.171	1.869	3.102	3.2	1.214
0.464	0.656	0.394	0.231	0.391	0.405	0.154	0.061	0.164	0.051	0.055	0.031	0.025	0.025	3.761	5.707	3.171	1.869	3.102	3.2	1.214
0.476	0.653	0.395	0.227	0.394	0.402	0.154	0.06	0.163	0.052	0.055	0.031	0.025	0.025	3.855	5.677	3.18	1.832	3.124	3.176	1.216
0.476	0.653	0.395	0.227	0.394	0.402	0.154	0.06	0.163	0.052	0.055	0.031	0.025	0.025	3.855	5.677	3.18	1.832	3.124	3.176	1.216
0.476	0.653	0.395	0.227	0.394	0.402	0.154	0.06	0.163	0.052	0.055	0.031	0.025	0.025	3.855	5.677	3.18	1.832	3.124	3.176	1.216
0.471	0.654	0.391	0.23	0.392	0.406	0.154	0.06	0.163	0.052	0.055	0.031	0.025	0.025	3.815	5.683	3.152	1.857	3.11	3.206	1.214
0.468	0.654	0.397	0.226	0.396	0.405	0.154	0.061	0.162	0.051	0.055	0.031	0.024	0.025	3.794	5.686	3.198	1.827	3.144	3.2	1.215
0.468	0.654	0.397	0.226	0.396	0.405	0.154	0.061	0.162	0.051	0.055	0.031	0.024	0.025	3.794	5.686	3.198	1.827	3.144	3.2	1.215
0.468	0.654	0.397	0.226	0.396	0.405	0.154	0.061	0.162	0.051	0.055	0.031	0.024	0.025	3.794	5.686	3.198	1.827	3.144	3.2	1.215
0.468	0.654	0.397	0.226	0.396	0.405	0.154	0.061	0.162	0.051	0.055	0.031	0.024	0.025	3.794	5.686	3.198	1.827	3.144	3.2	1.215
0.468	0.654	0.397	0.226	0.396	0.405	0.154	0.061	0.162	0.051	0.055	0.031	0.024	0.025	3.794	5.686	3.198	1.827	3.144	3.2	1.215
0.466	0.656	0.397	0.229	0.394	0.405	0.154	0.062	0.162	0.051	0.054	0.031	0.024	0.025	3.778	5.697	3.194	1.848	3.122	3.202	1.22
0.468	0.657	0.398	0.23	0.393	0.406	0.155	0.062	0.162	0.051	0.053	0.031	0.024	0.024	3.801	5.703	3.2	1.856	3.118	3.202	1.224
0.468	0.657	0.398	0.23	0.393	0.406	0.155	0.062	0.162	0.051	0.053	0.031	0.024	0.024	3.801	5.703	3.2	1.856	3.118	3.202	1.224
0.462	0.661	0.396	0.229	0.39	0.406	0.156	0.062	0.162	0.051	0.054	0.031	0.024	0.025	3.747	5.743	3.189	1.844	3.095	3.206	1.231
0.462	0.661	0.397	0.227	0.394	0.404	0.156	0.061	0.163	0.051	0.055	0.031	0.024	0.025	3.748	5.747	3.196	1.829	3.123	3.19	1.231
0.46	0.661	0.396	0.226	0.394	0.405	0.156	0.062	0.163	0.051	0.054	0.032	0.024	0.025	3.73	5.742	3.19	1.822	3.125	3.198	1.233
0.46	0.661	0.396	0.226	0.394	0.405	0.156	0.062	0.163	0.051	0.054	0.032	0.024	0.025	3.73	5.742	3.19	1.822	3.125	3.198	1.233
0.463	0.659	0.396	0.226	0.392	0.409	0.156	0.062	0.162	0.051	0.055	0.031	0.024	0.025	3.757	5.731	3.188	1.821	3.112	3.23	1.234
0.459	0.657	0.4	0.226	0.392	0.408	0.156	0.062	0.163	0.051	0.055	0.032	0.024	0.025	3.72	5.717	3.221	1.823	3.111	3.224	1.234
0.453	0.661	0.396	0.228	0.39	0.411	0.156	0.062	0.164	0.051	0.055	0.031	0.024	0.025	3.672	5.747	3.19	1.841	3.098	3.243	1.231
0.453	0.661	0.396	0.228	0.39	0.411	0.156	0.062	0.164	0.051	0.055	0.031	0.024	0.025	3.672	5.747	3.19	1.841	3.098	3.243	1.231
0.436	0.664	0.405	0.226	0.389	0.409	0.155	0.061	0.165	0.051	0.055	0.031	0.024	0.025	3.536	5.78	3.261	1.827	3.085	3.227	1.226
0.441	0.667	0.399	0.226	0.392	0.403	0.155	0.062	0.166	0.051	0.054	0.031	0.025	0.026	3.577	5.813	3.21	1.822	3.107	3.181	1.223
0.446	0.665	0.397	0.227	0.392	0.405	0.155	0.062	0.167	0.052	0.054	0.032	0.025	0.025	3.614	5.796	3.197	1.83	3.113	3.196	1.224
0.432	0.672	0.396	0.229	0.389	0.406	0.155	0.063	0.166	0.052	0.054	0.032	0.025	0.025	3.507	5.852	3.186	1.845	3.09	3.203	1.224
0.435	0.674	0.394	0.228	0.391	0.403	0.154	0.063	0.166	0.052	0.054	0.031	0.025	0.025	3.533	5.87	3.177	1.839	3.105	3.184	1.22
0.435	0.674	0.394	0.228	0.391	0.403	0.154	0.063	0.166	0.052	0.054	0.031	0.025	0.025	3.533	5.87	3.177	1.839	3.105	3.184	1.22
0.448	0.675	0.39	0.23	0.381	0.408	0.155	0.062	0.165	0.05	0.054	0.032	0.025	0.025	3.632	5.873	3.137	1.854	3.025	3.223	1.224
0.434	0.681	0.392	0.228	0.38	0.403	0.155	0.062	0.166	0.05	0.054	0.032	0.025	0.026	3.52	5.934	3.15	1.843	3.02	3.188	1.228
0.412	0.687	0.403	0.223	0.378	0.4	0.155	0.06	0.166	0.05	0.053	0.032	0.026	0.026	3.34	5.982	3.243	1.8	3.003	3.158	1.228
0.417	0.681	0.404	0.225	0.376	0.4	0.156	0.059	0.166	0.05	0.053	0.032	0.026	0.026	3.374	5.93	3.252	1.811	2.982	3.166	1.231
0.413	0.689	0.399	0.224	0.376	0.403	0.156	0.059	0.166	0.05	0.053	0.033	0.026	0.026	3.343	5.999	3.211	1.804	2.99	3.182	1.234
0.412	0.697	0.397	0.222	0.372	0.4	0.156	0.059	0.166	0.049	0.053	0.033	0.026	0.026	3.332	6.068	3.19	1.788	2.953	3.166	1.236
0.412	0.697	0.397	0.222	0.372	0.4	0.156	0.059	0.166	0.049	0.053	0.033	0.026	0.026	3.332	6.068	3.19	1.788	2.953	3.166	1.236
0.414	0.692	0.399	0.222	0.373	0.402	0.156	0.059	0.166	0.049	0.053	0.033	0.026	0.026	3.35	6.023	3.21	1.79	2.965	3.177	1.236
0.416	0.693	0.397	0.225	0.372	0.397	0.156	0.06	0.166	0.048	0.053	0.032	0.026	0.027	3.367	6.037	3.187	1.812	2.953	3.137	1.231
0.419	0.689	0.395	0.227	0.373	0.397	0.156	0.06	0.167	0.049	0.053	0.033	0.026	0.027	3.395	6.004	3.174	1.83	2.961	3.136	1.23
0.415	0.694	0.393	0.231	0.371	0.396	0.154	0.059	0.169	0.049	0.052	0.032	0.026	0.027	3.358	6.053	3.16	1.859	2.948	3.13	1.219
0.421	0.691	0.388	0.231	0.375	0.396	0.154	0.06	0.169	0.049	0.053	0.033	0.026	0.027	3.407	6.028	3.121	1.861	2.976	3.133	1.217
0.416	0.689	0.392	0.229	0.373	0.397	0.155	0.061	0.169	0.049	0.054	0.033	0.026	0.027	3.369	6.012	3.15	1.848	2.966	3.14	1.226
0.413	0.688	0.395	0.228	0.375	0.397	0.155	0.06	0.17	0.05	0.054	0.033	0.026	0.027	3.349	6.013	3.18	1.839	2.978	3.137	1.224
0.421	0.687	0.388	0.227	0.375	0.4	0.155	0.06	0.17	0.051	0.055	0.033	0.026	0.027	3.407	5.998	3.126	1.836	2.979	3.162	1.228
0.413	0.691	0.388	0.23	0.377	0.398	0.155	0.06	0.171	0.05	0.055	0.033	0.026	0.027	3.345	6.039	3.125	1.853	2.994	3.149	1.226
0.413	0.691	0.388	0.23	0.377	0.398	0.155	0.06	0.171	0.05	0.055	0.033	0.026	0.027	3.345	6.039	3.125	1.853	2.994	3.149	1.226
0.413	0.691	0.388	0.23	0.377	0.398	0.155	0.06	0.171	0.05	0.055	0.033	0.026	0.027	3.345	6.039	3.125	1.853	2.994	3.149	1.226
0.414	0.687	0.39	0.23	0.376	0.398	0.155	0.06	0.171	0.051	0.054	0.033	0.027	0.027	3.354	6.01	3.136	1.856	2.991	3.146	1.227
0.412	0.689	0.389	0.233	0.377	0.395	0.155	0.06	0.172	0.051	0.054	0.033	0.026	0.027	3.34	6.028	3.128	1.876	2.998	3.124	1.224
0.412	0.689	0.389	0.233	0.377	0.395	0.155	0.06	0.172	0.051	0.054	0.033	0.026	0.027	3.34	6.028	3.128	1.876	2.998	3.124	1.224
0.403	0.693	0.386	0.232	0.379	0.396	0.154	0.06	0.173	0.051	0.055	0.033	0.026	0.027	3.265	6.065	3.109	1.876	3.015	3.132	1.215
0.4	0.693	0.387	0.235	0.376	0.399	0.154	0.059	0.174	0.051	0.055	0.034	0.026	0.027	3.238	6.069	3.114	1.895	2.99	3.157	1.22
0.404	0.69	0.387	0.231	0.379	0.401	0.154	0.059	0.173	0.052	0.056	0.033	0.027	0.027	3.271	6.035	3.116	1.863	3.013	3.17	1.219
0.404	0.69	0.387	0.231	0.379	0.401	0.154	0.059	0.173	0.052	0.056	0.033	0.027	0.027	3.271	6.035	3.116	1.863	3.013	3.17	1.219
0.406	0.695	0.385	0.228	0.379	0.402	0.154	0.058	0.173	0.052	0.056	0.034	0.026	0.027	3.282	6.081	3.097	1.838	3.011	3.177	1.216
0.412	0.694	0.381	0.228	0.383	0.403	0.152	0.058	0.172	0.051	0.056	0.033	0.026	0.026	3.33	6.071	3.066	1.838	3.045	3.187	1.202
0.411	0.694	0.385	0.229	0.382	0.394	0.152	0.056	0.175	0.05	0.057	0.033	0.027	0.028	3.324	6.081	3.094	1.847	3.034	3.119	1.202
0.412	0.695	0.382	0.229	0.383	0.396	0.151	0.057	0.175	0.05	0.056	0.033	0.027	0.027	3.329	6.087	3.07	1.85	3.042	3.129	1.196
0.419	0.686	0.38	0.229	0.38	0.398	0.152	0.056	0.174	0.051	0.057	0.034	0.027	0.028	3.383	6.008	3.062	1.85	3.019	3.151	1.203
0.419	0.686	0.38	0.229	0.38	0.398	0.152	0.056	0.174	0.051	0.057	0.034	0.027	0.028	3.383	6.008	3.062	1.85	3.019	3.151	1.203
0.418	0.681	0.386	0.226	0.379	0.401	0.153	0.056	0.174	0.051	0.058	0.034	0.027	0.028	3.374	5.966	3.108	1.827	3.014	3.17	1.208
0.426	0.682	0.379	0.228	0.384	0.401	0.153	0.056	0.173	0.052	0.058	0.035	0.027	0.027	3.44	5.967	3.053	1.848	3.051	3.171	1.21
0.429	0.682	0.377	0.227	0.383	0.402	0.153	0.056	0.172	0.053	0.059	0.034	0.027	0.027	3.463	5.962	3.039	1.84	3.046	3.181	1.212
0.423	0.674	0.387	0.231	0.385	0.404	0.152	0.055	0.172	0.053	0.058	0.034	0.026	0.026	3.417	5.895	3.12	1.866	3.061	3.192	1.205
0.422	0.68	0.384	0.231	0.39	0.398	0.153	0.055	0.173	0.053	0.058	0.033	0.026	0.026	3.404	5.945	3.095	1.865	3.102	3.147	1.212
0.417	0.682	0.383	0.23	0.388	0.395	0.153	0.054	0.173	0.052	0.058	0.033	0.027	0.027	3.366	5.966	3.083	1.859	3.087	3.125	1.212
0.417	0.682	0.383	0.23	0.388	0.395	0.153	0.054	0.173	0.052	0.058	0.033	0.027	0.027	3.366	5.966	3.083	1.859	3.087	3.125	1.212
0.43	0.682	0.379	0.229	0.39	0.396	0.154	0.055	0.173	0.052	0.058	0.033	0.026	0.027	3.474	5.97	3.053	1.85	3.097	3.133	1.216
