b1	b2	b3	b4	b5	b6	b7	r1	r2	r3	r4	r5	r6	r7	R01	R02	R03	R04	R05	R06	R07
0.44	0.677	0.395	0.227	0.389	0.39	0.137	0.04	0.181	0.059	0.066	0.038	0.03	0.03	3.437	5.394	3.088	1.775	3.037	3.036	1.071
0.445	0.677	0.395	0.229	0.389	0.387	0.137	0.039	0.18	0.058	0.065	0.037	0.03	0.03	3.475	5.39	3.09	1.791	3.036	3.014	1.067
0.428	0.682	0.396	0.232	0.385	0.387	0.136	0.039	0.179	0.058	0.065	0.038	0.03	0.03	3.335	5.429	3.1	1.813	3.004	3.017	1.062
0.435	0.683	0.394	0.23	0.386	0.39	0.136	0.039	0.178	0.059	0.065	0.038	0.03	0.03	3.393	5.433	3.083	1.798	3.014	3.041	1.059
0.435	0.683	0.394	0.23	0.386	0.39	0.136	0.039	0.178	0.059	0.065	0.038	0.03	0.03	3.393	5.433	3.083	1.798	3.014	3.041	1.059
0.433	0.685	0.391	0.228	0.394	0.389	0.136	0.039	0.179	0.058	0.066	0.038	0.029	0.03	3.377	5.455	3.059	1.785	3.069	3.032	1.059
0.433	0.685	0.391	0.228	0.394	0.389	0.136	0.039	0.179	0.058	0.066	0.038	0.029	0.03	3.377	5.455	3.059	1.785	3.069	3.032	1.059
0.427	0.688	0.392	0.227	0.394	0.39	0.136	0.038	0.18	0.057	0.066	0.038	0.029	0.03	3.332	5.476	3.067	1.777	3.07	3.039	1.059
0.42	0.69	0.393	0.226	0.392	0.389	0.136	0.038	0.18	0.057	0.066	0.038	0.03	0.03	3.277	5.494	3.075	1.767	3.06	3.027	1.059
0.433	0.695	0.386	0.222	0.388	0.383	0.137	0.039	0.181	0.058	0.066	0.039	0.031	0.031	3.375	5.533	3.02	1.739	3.024	2.986	1.07
0.432	0.692	0.387	0.225	0.386	0.385	0.138	0.039	0.182	0.058	0.065	0.039	0.031	0.031	3.371	5.509	3.03	1.762	3.013	2.998	1.073
0.432	0.692	0.387	0.225	0.386	0.385	0.138	0.039	0.182	0.058	0.065	0.039	0.031	0.031	3.371	5.509	3.03	1.762	3.013	2.998	1.073
0.432	0.692	0.387	0.225	0.386	0.385	0.138	0.039	0.182	0.058	0.065	0.039	0.031	0.031	3.371	5.509	3.03	1.762	3.013	2.998	1.073
0.432	0.692	0.387	0.225	0.386	0.385	0.138	0.039	0.182	0.058	0.065	0.039	0.031	0.031	3.371	5.509	3.03	1.762	3.013	2.998	1.073
0.432	0.692	0.387	0.225	0.386	0.385	0.138	0.039	0.182	0.058	0.065	0.039	0.031	0.031	3.371	5.509	3.03	1.762	3.013	2.998	1.073
0.43	0.687	0.392	0.223	0.388	0.38	0.138	0.039	0.182	0.058	0.065	0.039	0.031	0.032	3.352	5.473	3.068	1.749	3.031	2.964	1.073
0.43	0.687	0.392	0.223	0.388	0.38	0.138	0.039	0.182	0.058	0.065	0.039	0.031	0.032	3.352	5.473	3.068	1.749	3.031	2.964	1.073
0.43	0.688	0.39	0.224	0.39	0.379	0.138	0.038	0.183	0.058	0.065	0.039	0.031	0.032	3.354	5.48	3.054	1.755	3.045	2.957	1.072
0.421	0.69	0.395	0.226	0.39	0.38	0.136	0.039	0.184	0.059	0.065	0.038	0.031	0.031	3.283	5.494	3.09	1.77	3.043	2.959	1.062
0.42	0.692	0.395	0.229	0.385	0.386	0.136	0.038	0.183	0.058	0.064	0.038	0.03	0.031	3.279	5.508	3.086	1.79	3.007	3.004	1.061
0.424	0.691	0.391	0.23	0.383	0.379	0.136	0.038	0.182	0.058	0.063	0.039	0.032	0.032	3.309	5.505	3.059	1.8	2.985	2.956	1.06
0.426	0.687	0.391	0.233	0.382	0.379	0.135	0.038	0.182	0.058	0.064	0.038	0.032	0.032	3.326	5.467	3.057	1.821	2.978	2.953	1.054
0.417	0.701	0.388	0.234	0.376	0.38	0.136	0.038	0.184	0.057	0.064	0.038	0.031	0.032	3.252	5.586	3.032	1.828	2.933	2.959	1.057
0.419	0.697	0.387	0.232	0.378	0.382	0.136	0.037	0.183	0.059	0.065	0.038	0.032	0.032	3.265	5.551	3.03	1.815	2.948	2.98	1.06
0.419	0.697	0.387	0.232	0.378	0.382	0.136	0.037	0.183	0.059	0.065	0.038	0.032	0.032	3.265	5.551	3.03	1.815	2.948	2.98	1.06
0.421	0.696	0.39	0.23	0.378	0.383	0.136	0.037	0.184	0.058	0.064	0.039	0.031	0.031	3.28	5.545	3.049	1.8	2.95	2.988	1.061
0.421	0.696	0.39	0.23	0.378	0.383	0.136	0.037	0.184	0.058	0.064	0.039	0.031	0.031	3.28	5.545	3.049	1.8	2.95	2.988	1.061
0.411	0.696	0.393	0.229	0.38	0.382	0.137	0.037	0.184	0.058	0.065	0.039	0.031	0.031	3.207	5.543	3.074	1.795	2.961	2.977	1.065
0.405	0.701	0.393	0.23	0.377	0.385	0.137	0.036	0.185	0.057	0.065	0.038	0.032	0.031	3.156	5.583	3.074	1.799	2.94	3.004	1.067
0.407	0.694	0.402	0.227	0.376	0.387	0.136	0.036	0.184	0.058	0.064	0.038	0.031	0.031	3.173	5.528	3.143	1.778	2.931	3.017	1.063
0.411	0.696	0.398	0.227	0.378	0.389	0.136	0.036	0.184	0.058	0.063	0.038	0.03	0.031	3.206	5.544	3.117	1.776	2.952	3.029	1.059
0.417	0.687	0.396	0.231	0.377	0.388	0.135	0.035	0.184	0.059	0.064	0.039	0.031	0.031	3.249	5.476	3.097	1.807	2.944	3.024	1.055
0.418	0.692	0.394	0.232	0.376	0.387	0.134	0.034	0.184	0.059	0.064	0.039	0.031	0.031	3.256	5.512	3.08	1.816	2.931	3.017	1.047
0.406	0.692	0.4	0.231	0.375	0.384	0.135	0.032	0.186	0.057	0.064	0.039	0.031	0.032	3.168	5.512	3.127	1.812	2.929	2.989	1.052
0.409	0.688	0.399	0.233	0.377	0.384	0.135	0.031	0.186	0.059	0.063	0.038	0.031	0.031	3.185	5.482	3.12	1.827	2.941	2.996	1.053
0.406	0.695	0.397	0.234	0.377	0.383	0.136	0.031	0.186	0.058	0.063	0.038	0.031	0.031	3.161	5.539	3.108	1.833	2.938	2.983	1.056
0.416	0.692	0.398	0.237	0.376	0.38	0.136	0.032	0.186	0.058	0.062	0.037	0.031	0.031	3.242	5.511	3.115	1.854	2.929	2.962	1.061
0.418	0.694	0.393	0.239	0.38	0.379	0.136	0.031	0.186	0.059	0.062	0.037	0.03	0.031	3.256	5.527	3.075	1.873	2.96	2.957	1.056
0.421	0.694	0.39	0.238	0.379	0.381	0.135	0.031	0.185	0.059	0.061	0.037	0.031	0.031	3.281	5.528	3.054	1.864	2.958	2.965	1.055
0.424	0.695	0.384	0.242	0.378	0.381	0.135	0.031	0.185	0.059	0.061	0.037	0.03	0.031	3.303	5.539	3.007	1.892	2.95	2.972	1.05
0.428	0.7	0.383	0.24	0.377	0.384	0.136	0.032	0.185	0.058	0.06	0.038	0.03	0.031	3.338	5.58	3	1.877	2.939	2.988	1.057
0.421	0.689	0.395	0.237	0.378	0.387	0.135	0.032	0.183	0.057	0.061	0.038	0.03	0.03	3.281	5.485	3.09	1.855	2.952	3.015	1.052
0.421	0.689	0.395	0.237	0.378	0.387	0.135	0.032	0.183	0.057	0.061	0.038	0.03	0.03	3.281	5.485	3.09	1.855	2.952	3.015	1.052
0.424	0.696	0.385	0.235	0.378	0.388	0.134	0.032	0.183	0.058	0.061	0.038	0.031	0.031	3.304	5.546	3.014	1.839	2.948	3.021	1.045
0.424	0.704	0.385	0.231	0.377	0.387	0.133	0.031	0.186	0.057	0.061	0.038	0.03	0.031	3.307	5.611	3.009	1.809	2.94	3.016	1.038
0.433	0.698	0.388	0.229	0.378	0.385	0.134	0.032	0.185	0.056	0.062	0.037	0.03	0.031	3.376	5.559	3.034	1.795	2.946	3.003	1.044
0.411	0.708	0.39	0.231	0.382	0.387	0.133	0.033	0.184	0.055	0.061	0.037	0.029	0.03	3.204	5.641	3.05	1.805	2.979	3.014	1.04
0.411	0.708	0.39	0.231	0.382	0.387	0.133	0.033	0.184	0.055	0.061	0.037	0.029	0.03	3.204	5.641	3.05	1.805	2.979	3.014	1.04
0.411	0.708	0.39	0.231	0.382	0.387	0.133	0.033	0.184	0.055	0.061	0.037	0.029	0.03	3.204	5.641	3.05	1.805	2.979	3.014	1.04
0.413	0.704	0.391	0.234	0.385	0.384	0.134	0.033	0.184	0.055	0.061	0.037	0.029	0.03	3.216	5.604	3.057	1.832	2.999	2.99	1.041
0.415	0.702	0.392	0.232	0.385	0.382	0.134	0.034	0.183	0.054	0.061	0.037	0.03	0.031	3.235	5.59	3.063	1.813	3.001	2.975	1.045
0.411	0.707	0.389	0.234	0.38	0.382	0.134	0.034	0.183	0.055	0.061	0.037	0.03	0.031	3.205	5.63	3.039	1.83	2.963	2.978	1.042
0.414	0.71	0.379	0.239	0.376	0.384	0.133	0.034	0.183	0.056	0.061	0.037	0.031	0.031	3.224	5.654	2.967	1.87	2.933	2.988	1.037
0.422	0.704	0.386	0.234	0.377	0.381	0.133	0.034	0.181	0.056	0.062	0.037	0.031	0.031	3.292	5.608	3.018	1.829	2.936	2.971	1.038
0.425	0.702	0.386	0.234	0.382	0.382	0.134	0.032	0.182	0.055	0.061	0.037	0.03	0.031	3.313	5.587	3.017	1.828	2.975	2.98	1.046
0.432	0.698	0.388	0.232	0.384	0.383	0.134	0.032	0.183	0.055	0.061	0.036	0.03	0.03	3.363	5.559	3.036	1.816	2.994	2.98	1.047
0.425	0.709	0.387	0.23	0.379	0.379	0.134	0.033	0.182	0.055	0.062	0.036	0.03	0.031	3.31	5.647	3.027	1.797	2.956	2.956	1.047
0.413	0.713	0.383	0.232	0.387	0.379	0.135	0.033	0.182	0.056	0.062	0.037	0.03	0.031	3.222	5.676	2.997	1.818	3.021	2.951	1.055
0.415	0.71	0.384	0.233	0.389	0.38	0.136	0.034	0.183	0.056	0.061	0.036	0.03	0.031	3.235	5.658	3.003	1.826	3.031	2.957	1.057
0.415	0.71	0.384	0.233	0.389	0.38	0.136	0.034	0.183	0.056	0.061	0.036	0.03	0.031	3.235	5.658	3.003	1.826	3.031	2.957	1.057
0.416	0.71	0.383	0.232	0.388	0.379	0.136	0.035	0.183	0.056	0.062	0.037	0.03	0.031	3.242	5.656	2.997	1.817	3.029	2.955	1.06
0.416	0.71	0.383	0.232	0.388	0.379	0.136	0.035	0.183	0.056	0.062	0.037	0.03	0.031	3.242	5.656	2.997	1.817	3.029	2.955	1.06
0.42	0.71	0.38	0.238	0.384	0.38	0.136	0.036	0.182	0.057	0.061	0.037	0.03	0.031	3.274	5.654	2.971	1.86	2.997	2.961	1.059
0.418	0.709	0.381	0.238	0.388	0.383	0.136	0.037	0.181	0.057	0.063	0.036	0.029	0.03	3.258	5.648	2.981	1.863	3.026	2.982	1.063
0.424	0.707	0.379	0.237	0.386	0.383	0.135	0.038	0.179	0.057	0.063	0.036	0.03	0.03	3.305	5.629	2.964	1.852	3.011	2.981	1.049
0.422	0.705	0.38	0.236	0.386	0.383	0.134	0.038	0.18	0.056	0.063	0.037	0.03	0.03	3.288	5.615	2.97	1.848	3.008	2.981	1.046
0.426	0.693	0.387	0.235	0.395	0.383	0.136	0.039	0.181	0.057	0.063	0.037	0.029	0.03	3.327	5.517	3.025	1.836	3.084	2.986	1.06
0.419	0.696	0.387	0.232	0.394	0.389	0.135	0.037	0.184	0.058	0.063	0.038	0.029	0.03	3.269	5.541	3.03	1.816	3.07	3.027	1.051
0.419	0.696	0.387	0.232	0.394	0.389	0.135	0.037	0.184	0.058	0.063	0.038	0.029	0.03	3.269	5.541	3.03	1.816	3.07	3.027	1.051
0.421	0.693	0.389	0.235	0.389	0.382	0.135	0.037	0.185	0.057	0.064	0.038	0.03	0.03	3.286	5.519	3.044	1.836	3.034	2.976	1.048
0.419	0.693	0.386	0.236	0.389	0.383	0.134	0.038	0.185	0.058	0.065	0.038	0.03	0.031	3.271	5.524	3.023	1.848	3.031	2.982	1.047
0.417	0.693	0.388	0.238	0.388	0.386	0.135	0.038	0.186	0.058	0.065	0.037	0.03	0.03	3.256	5.523	3.035	1.863	3.024	3.008	1.05
0.411	0.695	0.39	0.232	0.386	0.389	0.135	0.038	0.186	0.058	0.065	0.038	0.03	0.03	3.209	5.539	3.052	1.82	3.012	3.03	1.053
0.415	0.694	0.392	0.231	0.387	0.385	0.135	0.038	0.186	0.057	0.064	0.038	0.03	0.03	3.235	5.527	3.07	1.807	3.016	2.999	1.051
0.418	0.692	0.389	0.239	0.384	0.384	0.133	0.037	0.186	0.059	0.062	0.038	0.03	0.031	3.257	5.516	3.041	1.875	2.995	2.99	1.036
0.418	0.692	0.389	0.239	0.384	0.384	0.133	0.037	0.186	0.059	0.062	0.038	0.03	0.031	3.257	5.516	3.041	1.875	2.995	2.99	1.036
0.418	0.692	0.389	0.239	0.384	0.384	0.133	0.037	0.186	0.059	0.062	0.038	0.03	0.031	3.257	5.516	3.041	1.875	2.995	2.99	1.036
0.418	0.698	0.388	0.237	0.385	0.382	0.133	0.038	0.186	0.059	0.063	0.037	0.03	0.031	3.263	5.559	3.032	1.853	3.006	2.979	1.038
0.404	0.698	0.392	0.242	0.382	0.382	0.133	0.038	0.186	0.059	0.063	0.037	0.03	0.031	3.148	5.565	3.063	1.898	2.977	2.979	1.033
0.404	0.699	0.39	0.243	0.384	0.383	0.132	0.037	0.187	0.06	0.063	0.037	0.029	0.031	3.149	5.568	3.055	1.902	2.996	2.982	1.026
0.4	0.698	0.391	0.243	0.392	0.381	0.132	0.038	0.187	0.06	0.063	0.036	0.029	0.03	3.123	5.566	3.06	1.899	3.056	2.969	1.031
0.4	0.698	0.391	0.243	0.392	0.381	0.132	0.038	0.187	0.06	0.063	0.036	0.029	0.03	3.123	5.566	3.06	1.899	3.056	2.969	1.031
0.393	0.696	0.394	0.241	0.39	0.385	0.133	0.036	0.187	0.061	0.063	0.036	0.03	0.03	3.062	5.547	3.08	1.889	3.044	2.996	1.034
0.398	0.689	0.397	0.244	0.389	0.383	0.132	0.036	0.187	0.061	0.064	0.036	0.03	0.03	3.106	5.49	3.104	1.914	3.034	2.981	1.03
0.388	0.696	0.394	0.244	0.388	0.384	0.133	0.036	0.187	0.061	0.064	0.037	0.03	0.03	3.024	5.548	3.085	1.908	3.022	2.995	1.035
0.388	0.696	0.394	0.244	0.388	0.384	0.133	0.036	0.187	0.061	0.064	0.037	0.03	0.03	3.024	5.548	3.085	1.908	3.022	2.995	1.035
0.397	0.694	0.391	0.242	0.391	0.384	0.133	0.036	0.188	0.061	0.065	0.038	0.03	0.031	3.095	5.531	3.058	1.895	3.047	2.99	1.035
0.395	0.694	0.389	0.243	0.388	0.391	0.133	0.037	0.188	0.062	0.065	0.038	0.03	0.03	3.081	5.533	3.042	1.902	3.027	3.046	1.037
0.395	0.694	0.389	0.243	0.388	0.391	0.133	0.037	0.188	0.062	0.065	0.038	0.03	0.03	3.081	5.533	3.042	1.902	3.027	3.046	1.037
0.391	0.699	0.389	0.243	0.386	0.39	0.133	0.037	0.188	0.06	0.065	0.038	0.03	0.03	3.048	5.572	3.04	1.901	3.008	3.039	1.035
0.386	0.708	0.385	0.241	0.388	0.387	0.133	0.038	0.188	0.06	0.065	0.038	0.03	0.03	3.011	5.642	3.011	1.885	3.024	3.014	1.036
0.379	0.712	0.386	0.243	0.39	0.384	0.133	0.037	0.188	0.06	0.064	0.037	0.03	0.031	2.954	5.672	3.017	1.904	3.038	2.991	1.036
0.385	0.709	0.384	0.241	0.389	0.387	0.134	0.037	0.19	0.06	0.064	0.038	0.03	0.03	2.999	5.651	3.005	1.888	3.031	3.014	1.046
0.382	0.704	0.394	0.24	0.384	0.387	0.135	0.036	0.19	0.059	0.066	0.038	0.03	0.03	2.975	5.613	3.084	1.878	2.993	3.017	1.053
0.399	0.694	0.394	0.235	0.386	0.392	0.134	0.036	0.192	0.06	0.066	0.038	0.03	0.03	3.11	5.536	3.08	1.843	3.008	3.057	1.046
0.396	0.701	0.39	0.239	0.384	0.389	0.134	0.035	0.192	0.06	0.066	0.037	0.03	0.03	3.084	5.594	3.053	1.872	2.998	3.033	1.046
0.405	0.695	0.389	0.239	0.389	0.392	0.135	0.037	0.192	0.061	0.065	0.038	0.029	0.029	3.157	5.543	3.041	1.873	3.033	3.051	1.048
0.4	0.694	0.389	0.24	0.391	0.388	0.135	0.037	0.193	0.062	0.065	0.038	0.03	0.03	3.119	5.536	3.041	1.881	3.049	3.022	1.054
0.403	0.695	0.387	0.243	0.39	0.388	0.135	0.038	0.193	0.062	0.065	0.037	0.03	0.03	3.14	5.542	3.027	1.899	3.045	3.024	1.054
0.394	0.695	0.392	0.241	0.39	0.389	0.136	0.038	0.194	0.062	0.065	0.037	0.03	0.03	3.074	5.541	3.065	1.89	3.038	3.03	1.06
0.391	0.695	0.396	0.239	0.392	0.386	0.136	0.038	0.194	0.061	0.064	0.037	0.029	0.03	3.047	5.543	3.101	1.873	3.054	3.008	1.063
0.388	0.696	0.397	0.24	0.386	0.387	0.136	0.038	0.195	0.062	0.064	0.038	0.03	0.03	3.029	5.552	3.106	1.879	3.012	3.012	1.059
0.39	0.697	0.396	0.239	0.386	0.385	0.136	0.038	0.194	0.062	0.064	0.038	0.03	0.03	3.041	5.561	3.099	1.87	3.014	3.003	1.058
0.383	0.698	0.393	0.242	0.393	0.383	0.134	0.036	0.195	0.062	0.065	0.037	0.03	0.031	2.985	5.57	3.073	1.898	3.064	2.987	1.046
0.382	0.701	0.392	0.242	0.391	0.382	0.134	0.037	0.194	0.062	0.064	0.037	0.03	0.031	2.983	5.593	3.068	1.897	3.051	2.979	1.042
0.389	0.699	0.391	0.242	0.389	0.38	0.134	0.036	0.195	0.061	0.064	0.038	0.03	0.031	3.033	5.58	3.059	1.893	3.031	2.964	1.042
0.39	0.698	0.395	0.239	0.391	0.379	0.134	0.037	0.194	0.061	0.064	0.037	0.03	0.031	3.038	5.564	3.094	1.869	3.046	2.957	1.045
0.39	0.701	0.391	0.24	0.39	0.381	0.135	0.038	0.194	0.06	0.064	0.037	0.03	0.031	3.044	5.589	3.056	1.88	3.043	2.967	1.048
0.398	0.703	0.392	0.236	0.385	0.381	0.135	0.038	0.195	0.06	0.065	0.037	0.031	0.031	3.101	5.61	3.068	1.849	3	2.968	1.049
0.388	0.709	0.397	0.233	0.384	0.382	0.135	0.039	0.196	0.058	0.064	0.037	0.03	0.031	3.029	5.658	3.103	1.824	2.997	2.976	1.054
0.38	0.714	0.397	0.232	0.381	0.386	0.134	0.039	0.195	0.058	0.063	0.038	0.03	0.031	2.968	5.697	3.105	1.814	2.971	3.006	1.041
0.375	0.711	0.397	0.232	0.381	0.386	0.135	0.04	0.194	0.058	0.064	0.038	0.031	0.031	2.927	5.671	3.105	1.815	2.968	3.004	1.049
0.377	0.71	0.4	0.233	0.378	0.386	0.133	0.04	0.194	0.058	0.064	0.038	0.031	0.031	2.938	5.665	3.129	1.827	2.948	3.005	1.039
0.375	0.71	0.401	0.233	0.38	0.384	0.133	0.04	0.193	0.057	0.065	0.038	0.031	0.031	2.923	5.664	3.133	1.825	2.967	2.991	1.035
0.393	0.708	0.399	0.226	0.381	0.382	0.132	0.04	0.194	0.056	0.063	0.038	0.031	0.031	3.07	5.645	3.117	1.773	2.971	2.977	1.028
0.4	0.709	0.393	0.229	0.379	0.382	0.131	0.041	0.194	0.056	0.064	0.038	0.031	0.032	3.124	5.655	3.07	1.795	2.96	2.977	1.022
0.4	0.709	0.393	0.229	0.379	0.382	0.131	0.041	0.194	0.056	0.064	0.038	0.031	0.032	3.124	5.655	3.07	1.795	2.96	2.977	1.022
0.4	0.709	0.393	0.229	0.379	0.382	0.131	0.041	0.194	0.056	0.064	0.038	0.031	0.032	3.124	5.655	3.07	1.795	2.96	2.977	1.022
0.398	0.707	0.393	0.23	0.379	0.383	0.131	0.041	0.194	0.057	0.064	0.038	0.031	0.032	3.108	5.643	3.076	1.802	2.958	2.986	1.024
0.399	0.708	0.394	0.23	0.378	0.382	0.131	0.042	0.194	0.057	0.063	0.038	0.031	0.032	3.112	5.646	3.081	1.801	2.952	2.977	1.023
0.398	0.709	0.391	0.233	0.378	0.383	0.132	0.042	0.193	0.058	0.063	0.038	0.031	0.032	3.108	5.655	3.062	1.821	2.947	2.985	1.03
0.398	0.709	0.391	0.233	0.378	0.383	0.132	0.042	0.193	0.058	0.063	0.038	0.031	0.032	3.108	5.655	3.062	1.821	2.947	2.985	1.03
0.388	0.714	0.39	0.236	0.379	0.385	0.131	0.042	0.194	0.057	0.064	0.038	0.031	0.031	3.029	5.696	3.052	1.844	2.956	3.001	1.023
0.399	0.706	0.396	0.233	0.381	0.383	0.131	0.042	0.195	0.056	0.063	0.038	0.03	0.031	3.115	5.633	3.099	1.821	2.972	2.987	1.023
0.399	0.706	0.396	0.233	0.381	0.383	0.131	0.042	0.195	0.056	0.063	0.038	0.03	0.031	3.115	5.633	3.099	1.821	2.972	2.987	1.023
0.387	0.714	0.396	0.23	0.381	0.384	0.13	0.041	0.197	0.057	0.063	0.038	0.03	0.031	3.021	5.699	3.099	1.802	2.969	2.992	1.017
0.389	0.713	0.396	0.23	0.379	0.384	0.13	0.041	0.197	0.056	0.063	0.038	0.031	0.031	3.037	5.688	3.101	1.797	2.959	2.993	1.016
0.389	0.713	0.396	0.23	0.379	0.384	0.13	0.041	0.197	0.056	0.063	0.038	0.031	0.031	3.037	5.688	3.101	1.797	2.959	2.993	1.016
0.389	0.716	0.394	0.229	0.376	0.386	0.131	0.039	0.197	0.055	0.064	0.039	0.031	0.031	3.035	5.716	3.082	1.793	2.933	3.007	1.024
0.407	0.703	0.396	0.225	0.385	0.385	0.132	0.041	0.195	0.055	0.064	0.038	0.03	0.031	3.175	5.607	3.094	1.76	3.004	3.002	1.03
0.407	0.703	0.396	0.225	0.385	0.385	0.132	0.041	0.195	0.055	0.064	0.038	0.03	0.031	3.175	5.607	3.094	1.76	3.004	3.002	1.03
0.407	0.703	0.396	0.225	0.385	0.385	0.132	0.041	0.195	0.055	0.064	0.038	0.03	0.031	3.175	5.607	3.094	1.76	3.004	3.002	1.03
0.414	0.7	0.394	0.226	0.383	0.386	0.132	0.042	0.195	0.055	0.064	0.038	0.031	0.031	3.231	5.585	3.08	1.768	2.989	3.011	1.027
0.413	0.698	0.397	0.225	0.382	0.385	0.132	0.042	0.195	0.055	0.064	0.039	0.031	0.031	3.225	5.567	3.104	1.76	2.978	2.999	1.031
0.408	0.698	0.402	0.221	0.383	0.381	0.133	0.042	0.195	0.055	0.064	0.038	0.031	0.032	3.185	5.564	3.141	1.731	2.985	2.968	1.037
0.417	0.696	0.405	0.219	0.381	0.38	0.133	0.041	0.195	0.054	0.062	0.038	0.031	0.032	3.256	5.556	3.166	1.718	2.972	2.962	1.035
0.424	0.694	0.403	0.219	0.382	0.381	0.133	0.043	0.194	0.055	0.062	0.038	0.031	0.032	3.312	5.534	3.15	1.715	2.977	2.972	1.033
0.423	0.687	0.411	0.221	0.378	0.382	0.133	0.043	0.195	0.053	0.062	0.038	0.031	0.032	3.304	5.477	3.213	1.729	2.946	2.973	1.039
0.423	0.687	0.411	0.221	0.378	0.382	0.133	0.043	0.195	0.053	0.062	0.038	0.031	0.032	3.304	5.477	3.213	1.729	2.946	2.973	1.039
0.431	0.686	0.409	0.219	0.378	0.382	0.133	0.043	0.194	0.053	0.062	0.038	0.031	0.032	3.364	5.474	3.199	1.711	2.948	2.975	1.034
0.431	0.686	0.409	0.219	0.378	0.382	0.133	0.043	0.194	0.053	0.062	0.038	0.031	0.032	3.364	5.474	3.199	1.711	2.948	2.975	1.034
0.433	0.682	0.411	0.22	0.377	0.384	0.133	0.044	0.194	0.053	0.061	0.038	0.031	0.031	3.38	5.44	3.216	1.722	2.942	2.992	1.034
0.433	0.682	0.411	0.22	0.377	0.384	0.133	0.044	0.194	0.053	0.061	0.038	0.031	0.031	3.38	5.44	3.216	1.722	2.942	2.992	1.034
0.436	0.68	0.411	0.221	0.378	0.385	0.132	0.044	0.195	0.053	0.061	0.038	0.03	0.031	3.403	5.424	3.213	1.73	2.947	3.001	1.032
0.437	0.683	0.411	0.22	0.378	0.384	0.132	0.044	0.194	0.053	0.061	0.038	0.03	0.031	3.41	5.45	3.21	1.718	2.945	2.995	1.028
0.42	0.679	0.419	0.224	0.375	0.39	0.135	0.042	0.194	0.056	0.06	0.038	0.03	0.03	3.276	5.42	3.278	1.75	2.926	3.039	1.05
0.414	0.682	0.417	0.225	0.376	0.389	0.134	0.041	0.194	0.056	0.06	0.038	0.03	0.03	3.234	5.441	3.264	1.757	2.93	3.027	1.043
0.413	0.685	0.413	0.224	0.374	0.39	0.135	0.041	0.193	0.055	0.061	0.038	0.031	0.03	3.225	5.462	3.232	1.756	2.918	3.04	1.049
0.417	0.689	0.409	0.228	0.372	0.384	0.136	0.042	0.193	0.055	0.061	0.038	0.031	0.031	3.254	5.497	3.197	1.787	2.905	2.992	1.058
0.417	0.688	0.409	0.229	0.374	0.386	0.135	0.042	0.192	0.056	0.062	0.038	0.03	0.031	3.253	5.484	3.198	1.792	2.921	3.006	1.055
0.423	0.684	0.408	0.231	0.378	0.383	0.134	0.042	0.191	0.054	0.061	0.038	0.03	0.031	3.298	5.451	3.187	1.81	2.945	2.983	1.045
0.425	0.688	0.405	0.234	0.372	0.384	0.134	0.044	0.193	0.055	0.061	0.037	0.03	0.03	3.318	5.484	3.163	1.834	2.902	2.995	1.047
0.415	0.687	0.405	0.232	0.373	0.383	0.134	0.044	0.192	0.054	0.063	0.038	0.031	0.031	3.239	5.482	3.163	1.814	2.907	2.988	1.045
0.418	0.69	0.401	0.231	0.375	0.387	0.135	0.045	0.192	0.055	0.062	0.038	0.031	0.031	3.261	5.504	3.133	1.81	2.925	3.014	1.053
0.42	0.687	0.404	0.229	0.376	0.381	0.135	0.046	0.192	0.055	0.063	0.038	0.031	0.031	3.277	5.481	3.16	1.789	2.93	2.97	1.052
0.418	0.693	0.399	0.228	0.377	0.382	0.136	0.046	0.193	0.055	0.062	0.038	0.031	0.031	3.267	5.528	3.122	1.781	2.94	2.976	1.058
0.418	0.693	0.399	0.228	0.377	0.382	0.136	0.046	0.193	0.055	0.062	0.038	0.031	0.031	3.267	5.528	3.122	1.781	2.94	2.976	1.058
0.42	0.689	0.401	0.228	0.379	0.382	0.136	0.047	0.192	0.055	0.062	0.039	0.031	0.031	3.283	5.497	3.133	1.784	2.958	2.977	1.059
0.426	0.692	0.399	0.231	0.377	0.381	0.136	0.047	0.193	0.056	0.062	0.037	0.031	0.031	3.33	5.516	3.117	1.808	2.94	2.966	1.06
0.424	0.687	0.402	0.234	0.374	0.384	0.136	0.047	0.193	0.056	0.061	0.038	0.03	0.031	3.315	5.478	3.145	1.83	2.916	2.991	1.062
0.426	0.685	0.405	0.233	0.374	0.385	0.136	0.047	0.192	0.056	0.061	0.038	0.03	0.03	3.33	5.462	3.163	1.822	2.918	3	1.062
0.426	0.685	0.405	0.233	0.374	0.385	0.136	0.047	0.192	0.056	0.061	0.038	0.03	0.03	3.33	5.462	3.163	1.822	2.918	3	1.062
0.424	0.689	0.405	0.23	0.376	0.385	0.137	0.047	0.191	0.055	0.061	0.038	0.03	0.03	3.31	5.491	3.169	1.8	2.936	3.002	1.067
0.424	0.689	0.405	0.23	0.376	0.385	0.137	0.047	0.191	0.055	0.061	0.038	0.03	0.03	3.31	5.491	3.169	1.8	2.936	3.002	1.067
0.424	0.689	0.405	0.23	0.376	0.385	0.137	0.047	0.191	0.055	0.061	0.038	0.03	0.03	3.31	5.491	3.169	1.8	2.936	3.002	1.067
0.432	0.686	0.405	0.229	0.378	0.382	0.137	0.047	0.191	0.055	0.061	0.036	0.03	0.03	3.377	5.468	3.17	1.794	2.951	2.979	1.066
