b1	b2	b3	b4	b5	b6	b7	r1	r2	r3	r4	r5	r6	r7	R01	R02	R03	R04	R05	R06	R07
0.426	0.685	0.403	0.231	0.38	0.383	0.137	0.048	0.191	0.055	0.061	0.037	0.03	0.03	3.327	5.462	3.153	1.807	2.962	2.986	1.07
0.435	0.68	0.403	0.231	0.379	0.386	0.137	0.048	0.189	0.057	0.06	0.037	0.03	0.03	3.397	5.424	3.154	1.81	2.955	3.009	1.068
0.443	0.674	0.402	0.234	0.378	0.388	0.139	0.048	0.191	0.058	0.062	0.037	0.03	0.03	3.462	5.376	3.145	1.828	2.95	3.021	1.08
0.444	0.675	0.399	0.238	0.375	0.39	0.138	0.049	0.19	0.058	0.061	0.038	0.03	0.029	3.466	5.38	3.12	1.859	2.923	3.035	1.077
0.444	0.677	0.399	0.234	0.374	0.389	0.138	0.049	0.191	0.058	0.061	0.038	0.03	0.03	3.469	5.395	3.12	1.831	2.92	3.033	1.077
0.439	0.681	0.397	0.242	0.374	0.389	0.139	0.05	0.193	0.058	0.061	0.037	0.029	0.029	3.43	5.431	3.107	1.895	2.917	3.027	1.08
0.439	0.676	0.4	0.24	0.376	0.387	0.138	0.049	0.191	0.057	0.06	0.037	0.03	0.03	3.432	5.387	3.127	1.877	2.93	3.015	1.072
0.441	0.676	0.407	0.239	0.373	0.381	0.139	0.05	0.19	0.059	0.059	0.035	0.03	0.03	3.449	5.389	3.181	1.872	2.908	2.972	1.084
0.439	0.67	0.41	0.239	0.376	0.381	0.139	0.05	0.19	0.058	0.059	0.037	0.03	0.03	3.433	5.342	3.204	1.872	2.935	2.965	1.083
0.445	0.67	0.41	0.239	0.372	0.383	0.139	0.051	0.19	0.057	0.059	0.036	0.03	0.03	3.48	5.339	3.203	1.873	2.904	2.981	1.081
0.435	0.672	0.417	0.236	0.375	0.382	0.138	0.052	0.19	0.057	0.059	0.035	0.029	0.03	3.398	5.36	3.258	1.843	2.923	2.978	1.076
0.435	0.672	0.417	0.236	0.375	0.382	0.138	0.052	0.19	0.057	0.059	0.035	0.029	0.03	3.398	5.36	3.258	1.843	2.923	2.978	1.076
0.422	0.686	0.415	0.231	0.377	0.388	0.14	0.053	0.19	0.056	0.058	0.036	0.028	0.028	3.302	5.466	3.245	1.809	2.94	3.025	1.087
0.425	0.685	0.414	0.23	0.378	0.389	0.139	0.053	0.19	0.056	0.058	0.036	0.029	0.029	3.32	5.459	3.236	1.798	2.945	3.032	1.083
0.423	0.687	0.412	0.23	0.377	0.391	0.14	0.053	0.191	0.055	0.058	0.037	0.029	0.028	3.305	5.48	3.218	1.802	2.94	3.047	1.087
0.423	0.687	0.412	0.23	0.377	0.391	0.14	0.053	0.191	0.055	0.058	0.037	0.029	0.028	3.305	5.48	3.218	1.802	2.94	3.047	1.087
0.423	0.687	0.412	0.23	0.377	0.391	0.14	0.053	0.191	0.055	0.058	0.037	0.029	0.028	3.305	5.48	3.218	1.802	2.94	3.047	1.087
0.422	0.686	0.414	0.23	0.373	0.394	0.139	0.053	0.191	0.056	0.059	0.037	0.028	0.028	3.296	5.468	3.238	1.797	2.912	3.067	1.086
0.426	0.687	0.415	0.228	0.374	0.392	0.139	0.054	0.192	0.055	0.058	0.037	0.029	0.028	3.331	5.479	3.243	1.786	2.915	3.052	1.081
0.425	0.688	0.414	0.23	0.372	0.391	0.14	0.053	0.192	0.056	0.058	0.036	0.029	0.029	3.322	5.485	3.235	1.8	2.9	3.049	1.091
0.427	0.692	0.406	0.232	0.369	0.387	0.14	0.053	0.19	0.054	0.059	0.037	0.029	0.029	3.34	5.519	3.174	1.815	2.881	3.012	1.087
0.427	0.692	0.406	0.232	0.369	0.387	0.14	0.053	0.19	0.054	0.059	0.037	0.029	0.029	3.34	5.519	3.174	1.815	2.881	3.012	1.087
0.419	0.691	0.41	0.232	0.37	0.388	0.14	0.054	0.19	0.053	0.059	0.037	0.029	0.029	3.275	5.509	3.205	1.815	2.888	3.022	1.092
0.419	0.691	0.41	0.232	0.37	0.388	0.14	0.054	0.19	0.053	0.059	0.037	0.029	0.029	3.275	5.509	3.205	1.815	2.888	3.022	1.092
0.417	0.695	0.408	0.231	0.372	0.389	0.14	0.054	0.189	0.053	0.059	0.037	0.029	0.029	3.258	5.538	3.188	1.806	2.904	3.03	1.09
0.417	0.695	0.408	0.231	0.372	0.389	0.14	0.054	0.189	0.053	0.059	0.037	0.029	0.029	3.258	5.538	3.188	1.806	2.904	3.03	1.09
0.414	0.697	0.407	0.229	0.375	0.389	0.14	0.054	0.19	0.053	0.059	0.036	0.029	0.029	3.237	5.556	3.18	1.794	2.921	3.034	1.092
0.419	0.693	0.409	0.23	0.371	0.388	0.14	0.054	0.191	0.052	0.059	0.036	0.029	0.029	3.275	5.528	3.198	1.803	2.897	3.019	1.088
0.419	0.693	0.409	0.23	0.371	0.388	0.14	0.054	0.191	0.052	0.059	0.036	0.029	0.029	3.275	5.528	3.198	1.803	2.897	3.019	1.088
0.427	0.692	0.409	0.229	0.373	0.388	0.14	0.054	0.191	0.052	0.06	0.036	0.029	0.029	3.341	5.518	3.2	1.793	2.907	3.025	1.087
0.432	0.693	0.406	0.231	0.376	0.387	0.139	0.054	0.192	0.052	0.059	0.036	0.029	0.029	3.376	5.53	3.172	1.805	2.931	3.016	1.084
0.435	0.689	0.407	0.227	0.381	0.393	0.14	0.056	0.192	0.054	0.059	0.036	0.028	0.028	3.4	5.498	3.184	1.773	2.97	3.058	1.087
0.432	0.686	0.409	0.23	0.38	0.39	0.14	0.056	0.19	0.054	0.059	0.036	0.028	0.029	3.376	5.471	3.196	1.8	2.965	3.038	1.093
0.426	0.687	0.41	0.231	0.379	0.387	0.141	0.055	0.19	0.054	0.06	0.037	0.029	0.029	3.331	5.476	3.206	1.804	2.957	3.016	1.098
0.428	0.682	0.41	0.234	0.377	0.387	0.141	0.055	0.19	0.055	0.06	0.036	0.029	0.029	3.35	5.438	3.204	1.829	2.941	3.014	1.097
0.428	0.682	0.41	0.234	0.377	0.387	0.141	0.055	0.19	0.055	0.06	0.036	0.029	0.029	3.35	5.438	3.204	1.829	2.941	3.014	1.097
0.428	0.682	0.41	0.234	0.377	0.387	0.141	0.055	0.19	0.055	0.06	0.036	0.029	0.029	3.35	5.438	3.204	1.829	2.941	3.014	1.097
0.434	0.68	0.413	0.233	0.376	0.389	0.141	0.054	0.189	0.054	0.059	0.036	0.029	0.028	3.396	5.424	3.231	1.826	2.934	3.028	1.098
0.429	0.686	0.411	0.23	0.379	0.389	0.14	0.054	0.19	0.054	0.059	0.036	0.028	0.029	3.355	5.466	3.216	1.797	2.954	3.033	1.091
0.434	0.691	0.408	0.225	0.378	0.387	0.14	0.054	0.19	0.053	0.058	0.036	0.029	0.029	3.39	5.509	3.192	1.762	2.947	3.015	1.092
0.434	0.691	0.408	0.225	0.378	0.387	0.14	0.054	0.19	0.053	0.058	0.036	0.029	0.029	3.39	5.509	3.192	1.762	2.947	3.015	1.092
0.436	0.69	0.407	0.225	0.376	0.387	0.14	0.054	0.189	0.053	0.058	0.036	0.029	0.029	3.406	5.503	3.182	1.764	2.934	3.012	1.087
0.43	0.692	0.412	0.228	0.378	0.389	0.138	0.054	0.189	0.053	0.058	0.036	0.028	0.028	3.36	5.517	3.219	1.782	2.945	3.031	1.073
0.424	0.699	0.405	0.232	0.375	0.385	0.138	0.054	0.188	0.053	0.058	0.035	0.029	0.029	3.311	5.568	3.17	1.818	2.92	2.997	1.074
0.414	0.698	0.407	0.233	0.376	0.391	0.138	0.055	0.187	0.053	0.058	0.035	0.028	0.028	3.24	5.563	3.18	1.825	2.929	3.049	1.074
0.417	0.696	0.41	0.233	0.382	0.391	0.136	0.056	0.187	0.054	0.058	0.035	0.027	0.028	3.265	5.547	3.206	1.822	2.976	3.049	1.061
0.415	0.698	0.408	0.231	0.383	0.389	0.137	0.055	0.185	0.054	0.059	0.034	0.028	0.028	3.245	5.563	3.193	1.81	2.989	3.031	1.063
0.412	0.698	0.409	0.232	0.385	0.386	0.136	0.054	0.186	0.054	0.059	0.034	0.028	0.029	3.225	5.565	3.196	1.811	3.001	3.005	1.063
0.412	0.698	0.409	0.232	0.385	0.386	0.136	0.054	0.186	0.054	0.059	0.034	0.028	0.029	3.225	5.565	3.196	1.811	3.001	3.005	1.063
0.422	0.696	0.403	0.229	0.391	0.389	0.136	0.054	0.185	0.053	0.06	0.035	0.028	0.028	3.297	5.547	3.152	1.79	3.046	3.027	1.061
0.426	0.693	0.404	0.229	0.394	0.387	0.136	0.054	0.186	0.054	0.059	0.035	0.028	0.028	3.328	5.519	3.16	1.789	3.073	3.013	1.06
0.43	0.692	0.405	0.229	0.388	0.385	0.137	0.054	0.186	0.053	0.059	0.035	0.028	0.029	3.363	5.514	3.165	1.793	3.027	3	1.07
0.43	0.692	0.405	0.229	0.388	0.385	0.137	0.054	0.186	0.053	0.059	0.035	0.028	0.029	3.363	5.514	3.165	1.793	3.027	3	1.07
0.427	0.689	0.412	0.229	0.386	0.383	0.137	0.053	0.185	0.053	0.058	0.034	0.028	0.029	3.34	5.489	3.222	1.795	3.007	2.981	1.068
0.427	0.689	0.412	0.229	0.386	0.383	0.137	0.053	0.185	0.053	0.058	0.034	0.028	0.029	3.34	5.489	3.222	1.795	3.007	2.981	1.068
0.427	0.689	0.412	0.229	0.386	0.383	0.137	0.053	0.185	0.053	0.058	0.034	0.028	0.029	3.34	5.489	3.222	1.795	3.007	2.981	1.068
0.424	0.688	0.413	0.231	0.389	0.381	0.137	0.054	0.184	0.053	0.058	0.034	0.028	0.029	3.315	5.484	3.23	1.804	3.03	2.968	1.065
0.424	0.688	0.413	0.231	0.389	0.381	0.137	0.054	0.184	0.053	0.058	0.034	0.028	0.029	3.315	5.484	3.23	1.804	3.03	2.968	1.065
0.432	0.685	0.415	0.231	0.387	0.381	0.136	0.053	0.184	0.054	0.058	0.034	0.028	0.029	3.378	5.455	3.246	1.805	3.015	2.966	1.062
0.443	0.687	0.408	0.227	0.39	0.384	0.137	0.052	0.184	0.053	0.058	0.035	0.028	0.028	3.46	5.473	3.188	1.779	3.038	2.987	1.066
0.435	0.693	0.407	0.227	0.39	0.385	0.136	0.053	0.183	0.053	0.059	0.034	0.028	0.029	3.399	5.518	3.184	1.772	3.037	2.997	1.06
0.434	0.693	0.405	0.227	0.387	0.383	0.136	0.054	0.182	0.053	0.059	0.035	0.028	0.029	3.392	5.515	3.162	1.779	3.016	2.982	1.057
0.437	0.691	0.407	0.229	0.381	0.383	0.136	0.055	0.183	0.053	0.059	0.035	0.029	0.029	3.418	5.506	3.178	1.789	2.974	2.983	1.058
0.437	0.691	0.407	0.229	0.381	0.383	0.136	0.055	0.183	0.053	0.059	0.035	0.029	0.029	3.418	5.506	3.178	1.789	2.974	2.983	1.058
0.437	0.691	0.407	0.229	0.381	0.383	0.136	0.055	0.183	0.053	0.059	0.035	0.029	0.029	3.418	5.506	3.178	1.789	2.974	2.983	1.058
0.437	0.691	0.407	0.229	0.381	0.383	0.136	0.055	0.183	0.053	0.059	0.035	0.029	0.029	3.418	5.506	3.178	1.789	2.974	2.983	1.058
0.437	0.691	0.407	0.229	0.381	0.383	0.136	0.055	0.183	0.053	0.059	0.035	0.029	0.029	3.418	5.506	3.178	1.789	2.974	2.983	1.058
0.442	0.69	0.406	0.227	0.379	0.383	0.136	0.056	0.183	0.053	0.059	0.035	0.029	0.03	3.455	5.499	3.176	1.774	2.956	2.986	1.058
0.442	0.69	0.406	0.227	0.379	0.383	0.136	0.056	0.183	0.053	0.059	0.035	0.029	0.03	3.455	5.499	3.176	1.774	2.956	2.986	1.058
0.43	0.697	0.407	0.229	0.378	0.382	0.137	0.057	0.184	0.053	0.057	0.036	0.029	0.029	3.365	5.548	3.18	1.788	2.945	2.972	1.065
0.42	0.703	0.41	0.232	0.376	0.379	0.137	0.057	0.184	0.053	0.056	0.034	0.028	0.029	3.282	5.6	3.202	1.811	2.933	2.951	1.066
0.417	0.707	0.408	0.231	0.375	0.38	0.137	0.057	0.184	0.052	0.056	0.034	0.029	0.029	3.259	5.635	3.189	1.805	2.92	2.962	1.068
0.417	0.704	0.409	0.232	0.377	0.381	0.138	0.057	0.184	0.052	0.056	0.035	0.029	0.029	3.263	5.609	3.196	1.811	2.937	2.967	1.072
0.416	0.702	0.407	0.234	0.379	0.382	0.138	0.056	0.184	0.052	0.056	0.034	0.028	0.029	3.253	5.59	3.183	1.83	2.958	2.972	1.078
0.421	0.711	0.401	0.238	0.378	0.381	0.135	0.055	0.183	0.051	0.055	0.033	0.028	0.029	3.29	5.659	3.132	1.857	2.949	2.97	1.054
0.419	0.711	0.404	0.236	0.378	0.379	0.135	0.055	0.183	0.05	0.055	0.033	0.028	0.029	3.276	5.665	3.155	1.842	2.947	2.948	1.053
0.444	0.698	0.396	0.235	0.383	0.384	0.138	0.054	0.183	0.052	0.056	0.035	0.028	0.028	3.474	5.56	3.096	1.839	2.989	2.989	1.072
0.448	0.693	0.396	0.235	0.384	0.384	0.138	0.055	0.182	0.052	0.057	0.035	0.028	0.029	3.507	5.517	3.097	1.835	2.991	2.993	1.077
0.443	0.696	0.395	0.236	0.385	0.384	0.139	0.055	0.182	0.052	0.057	0.035	0.028	0.028	3.461	5.541	3.09	1.845	2.999	2.994	1.079
0.443	0.696	0.395	0.236	0.385	0.384	0.139	0.055	0.182	0.052	0.057	0.035	0.028	0.028	3.461	5.541	3.09	1.845	2.999	2.994	1.079
0.439	0.699	0.394	0.235	0.383	0.385	0.138	0.055	0.181	0.053	0.059	0.034	0.028	0.028	3.435	5.564	3.084	1.841	2.986	3.002	1.076
0.437	0.699	0.397	0.236	0.381	0.382	0.137	0.056	0.18	0.052	0.057	0.034	0.028	0.029	3.418	5.565	3.1	1.849	2.973	2.976	1.07
0.443	0.702	0.39	0.239	0.388	0.386	0.137	0.054	0.181	0.054	0.058	0.033	0.027	0.028	3.463	5.589	3.05	1.87	3.024	3.003	1.065
0.445	0.699	0.382	0.243	0.392	0.388	0.139	0.054	0.18	0.053	0.059	0.034	0.027	0.027	3.477	5.567	2.989	1.897	3.055	3.021	1.081
0.462	0.692	0.384	0.242	0.392	0.387	0.138	0.054	0.18	0.054	0.06	0.033	0.027	0.027	3.609	5.51	3.005	1.893	3.059	3.01	1.073
0.465	0.681	0.387	0.247	0.392	0.39	0.138	0.054	0.179	0.057	0.058	0.033	0.027	0.027	3.635	5.417	3.03	1.93	3.057	3.034	1.076
0.451	0.685	0.396	0.243	0.397	0.39	0.139	0.054	0.178	0.057	0.058	0.033	0.026	0.027	3.524	5.449	3.096	1.899	3.093	3.037	1.079
0.451	0.685	0.396	0.243	0.397	0.39	0.139	0.054	0.178	0.057	0.058	0.033	0.026	0.027	3.524	5.449	3.096	1.899	3.093	3.037	1.079
0.448	0.681	0.401	0.24	0.396	0.39	0.139	0.054	0.18	0.057	0.058	0.033	0.026	0.027	3.505	5.425	3.138	1.875	3.084	3.035	1.079
0.447	0.678	0.403	0.238	0.396	0.39	0.138	0.053	0.179	0.056	0.059	0.034	0.026	0.027	3.494	5.398	3.153	1.86	3.087	3.038	1.071
0.445	0.679	0.403	0.237	0.396	0.391	0.138	0.053	0.179	0.056	0.059	0.034	0.027	0.027	3.477	5.407	3.153	1.851	3.084	3.045	1.077
0.445	0.679	0.403	0.237	0.396	0.391	0.138	0.053	0.179	0.056	0.059	0.034	0.027	0.027	3.477	5.407	3.153	1.851	3.084	3.045	1.077
0.45	0.679	0.405	0.235	0.398	0.394	0.137	0.053	0.179	0.055	0.058	0.033	0.026	0.026	3.516	5.407	3.166	1.838	3.1	3.066	1.067
0.446	0.681	0.403	0.238	0.394	0.395	0.137	0.054	0.178	0.055	0.058	0.034	0.026	0.026	3.49	5.419	3.153	1.858	3.075	3.074	1.07
0.447	0.685	0.404	0.235	0.394	0.394	0.137	0.054	0.18	0.055	0.057	0.034	0.026	0.026	3.494	5.452	3.157	1.84	3.074	3.066	1.068
0.452	0.685	0.402	0.237	0.393	0.394	0.137	0.055	0.18	0.056	0.057	0.033	0.026	0.026	3.531	5.451	3.141	1.857	3.063	3.066	1.066
0.452	0.68	0.402	0.238	0.394	0.393	0.137	0.053	0.179	0.055	0.056	0.033	0.026	0.027	3.537	5.416	3.14	1.861	3.068	3.061	1.068
0.445	0.684	0.404	0.239	0.397	0.393	0.137	0.054	0.178	0.055	0.057	0.033	0.026	0.026	3.477	5.444	3.158	1.867	3.094	3.058	1.065
0.448	0.69	0.396	0.243	0.4	0.386	0.137	0.054	0.179	0.055	0.056	0.032	0.026	0.027	3.504	5.496	3.093	1.902	3.115	3.004	1.066
0.449	0.684	0.4	0.243	0.401	0.39	0.137	0.053	0.178	0.055	0.057	0.032	0.025	0.026	3.509	5.44	3.128	1.898	3.122	3.034	1.07
0.448	0.688	0.396	0.245	0.401	0.392	0.137	0.053	0.178	0.054	0.058	0.032	0.025	0.026	3.504	5.477	3.093	1.915	3.123	3.049	1.065
0.448	0.688	0.396	0.245	0.401	0.392	0.137	0.053	0.178	0.054	0.058	0.032	0.025	0.026	3.504	5.477	3.093	1.915	3.123	3.049	1.065
0.448	0.688	0.396	0.245	0.401	0.392	0.137	0.053	0.178	0.054	0.058	0.032	0.025	0.026	3.504	5.477	3.093	1.915	3.123	3.049	1.065
0.448	0.688	0.396	0.245	0.401	0.392	0.137	0.053	0.178	0.054	0.058	0.032	0.025	0.026	3.504	5.477	3.093	1.915	3.123	3.049	1.065
0.448	0.688	0.396	0.245	0.401	0.392	0.137	0.053	0.178	0.054	0.058	0.032	0.025	0.026	3.504	5.477	3.093	1.915	3.123	3.049	1.065
0.444	0.696	0.396	0.236	0.402	0.393	0.138	0.052	0.178	0.053	0.057	0.032	0.025	0.026	3.467	5.537	3.095	1.849	3.136	3.062	1.072
0.439	0.699	0.398	0.234	0.402	0.395	0.138	0.053	0.179	0.053	0.057	0.032	0.025	0.025	3.43	5.566	3.109	1.834	3.131	3.079	1.077
0.439	0.699	0.397	0.236	0.403	0.394	0.139	0.053	0.179	0.053	0.058	0.032	0.025	0.025	3.435	5.568	3.104	1.843	3.143	3.064	1.082
0.439	0.7	0.395	0.237	0.405	0.394	0.138	0.053	0.178	0.052	0.057	0.032	0.025	0.025	3.432	5.573	3.083	1.852	3.159	3.069	1.076
0.441	0.702	0.395	0.235	0.406	0.394	0.138	0.054	0.178	0.052	0.057	0.031	0.025	0.025	3.45	5.588	3.091	1.836	3.161	3.067	1.072
0.441	0.702	0.395	0.235	0.406	0.394	0.138	0.054	0.178	0.052	0.057	0.031	0.025	0.025	3.45	5.588	3.091	1.836	3.161	3.067	1.072
0.439	0.703	0.396	0.234	0.407	0.391	0.138	0.053	0.178	0.052	0.057	0.032	0.025	0.026	3.43	5.592	3.097	1.829	3.173	3.046	1.071
0.433	0.707	0.396	0.233	0.405	0.391	0.138	0.053	0.178	0.052	0.055	0.032	0.025	0.026	3.382	5.627	3.094	1.82	3.156	3.047	1.076
0.436	0.707	0.398	0.233	0.398	0.388	0.139	0.053	0.177	0.052	0.055	0.032	0.025	0.026	3.406	5.626	3.112	1.822	3.099	3.022	1.085
0.426	0.712	0.404	0.235	0.394	0.39	0.138	0.054	0.177	0.051	0.054	0.031	0.025	0.025	3.333	5.664	3.158	1.841	3.067	3.037	1.077
0.426	0.712	0.408	0.233	0.392	0.39	0.139	0.055	0.177	0.05	0.053	0.031	0.025	0.025	3.332	5.665	3.189	1.82	3.058	3.035	1.079
0.42	0.714	0.408	0.234	0.388	0.388	0.138	0.054	0.178	0.051	0.053	0.031	0.025	0.026	3.287	5.685	3.191	1.829	3.023	3.021	1.075
0.419	0.712	0.407	0.237	0.39	0.387	0.138	0.054	0.177	0.05	0.053	0.031	0.025	0.026	3.277	5.662	3.176	1.852	3.039	3.017	1.077
0.419	0.716	0.406	0.237	0.392	0.387	0.137	0.054	0.177	0.051	0.053	0.031	0.025	0.026	3.276	5.699	3.169	1.854	3.051	3.014	1.07
0.419	0.716	0.406	0.237	0.392	0.387	0.137	0.054	0.177	0.051	0.053	0.031	0.025	0.026	3.276	5.699	3.169	1.854	3.051	3.014	1.07
0.419	0.716	0.406	0.237	0.392	0.387	0.137	0.054	0.177	0.051	0.053	0.031	0.025	0.026	3.276	5.699	3.169	1.854	3.051	3.014	1.07
0.419	0.716	0.406	0.237	0.392	0.387	0.137	0.054	0.177	0.051	0.053	0.031	0.025	0.026	3.276	5.699	3.169	1.854	3.051	3.014	1.07
0.419	0.716	0.406	0.237	0.392	0.387	0.137	0.054	0.177	0.051	0.053	0.031	0.025	0.026	3.276	5.699	3.169	1.854	3.051	3.014	1.07
0.419	0.716	0.406	0.237	0.392	0.387	0.137	0.054	0.177	0.051	0.053	0.031	0.025	0.026	3.276	5.699	3.169	1.854	3.051	3.014	1.07
0.419	0.716	0.406	0.237	0.392	0.387	0.137	0.054	0.177	0.051	0.053	0.031	0.025	0.026	3.276	5.699	3.169	1.854	3.051	3.014	1.07
0.416	0.714	0.407	0.24	0.387	0.386	0.137	0.053	0.177	0.051	0.053	0.031	0.025	0.026	3.253	5.683	3.177	1.88	3.013	3.009	1.07
0.416	0.714	0.407	0.24	0.387	0.386	0.137	0.053	0.177	0.051	0.053	0.031	0.025	0.026	3.253	5.683	3.177	1.88	3.013	3.009	1.07
0.424	0.718	0.405	0.241	0.389	0.387	0.138	0.052	0.177	0.05	0.052	0.03	0.024	0.025	3.313	5.712	3.167	1.883	3.029	3.013	1.073
0.416	0.719	0.401	0.241	0.391	0.391	0.136	0.052	0.177	0.05	0.052	0.031	0.025	0.025	3.254	5.721	3.137	1.886	3.049	3.043	1.063
0.412	0.719	0.406	0.243	0.391	0.39	0.136	0.051	0.177	0.051	0.052	0.031	0.024	0.025	3.217	5.721	3.173	1.9	3.044	3.036	1.06
0.403	0.726	0.407	0.241	0.385	0.391	0.137	0.051	0.176	0.049	0.053	0.031	0.025	0.025	3.15	5.773	3.176	1.882	2.999	3.045	1.069
0.385	0.731	0.409	0.242	0.389	0.389	0.137	0.051	0.178	0.05	0.053	0.03	0.024	0.025	3.006	5.814	3.197	1.892	3.027	3.031	1.065
0.385	0.731	0.409	0.242	0.389	0.389	0.137	0.051	0.178	0.05	0.053	0.03	0.024	0.025	3.006	5.814	3.197	1.892	3.027	3.031	1.065
0.385	0.731	0.409	0.242	0.389	0.389	0.137	0.051	0.178	0.05	0.053	0.03	0.024	0.025	3.006	5.814	3.197	1.892	3.027	3.031	1.065
0.385	0.731	0.409	0.242	0.389	0.389	0.137	0.051	0.178	0.05	0.053	0.03	0.024	0.025	3.006	5.814	3.197	1.892	3.027	3.031	1.065
0.385	0.731	0.409	0.242	0.389	0.389	0.137	0.051	0.178	0.05	0.053	0.03	0.024	0.025	3.006	5.814	3.197	1.892	3.027	3.031	1.065
0.385	0.731	0.409	0.242	0.389	0.389	0.137	0.051	0.178	0.05	0.053	0.03	0.024	0.025	3.006	5.814	3.197	1.892	3.027	3.031	1.065
0.385	0.731	0.409	0.242	0.389	0.389	0.137	0.051	0.178	0.05	0.053	0.03	0.024	0.025	3.006	5.814	3.197	1.892	3.027	3.031	1.065
0.383	0.729	0.409	0.242	0.387	0.387	0.137	0.05	0.178	0.05	0.053	0.031	0.025	0.026	2.993	5.8	3.199	1.893	3.017	3.015	1.067
0.384	0.728	0.411	0.241	0.387	0.39	0.137	0.05	0.178	0.05	0.053	0.031	0.025	0.025	2.999	5.792	3.212	1.884	3.019	3.034	1.07
0.383	0.731	0.41	0.239	0.386	0.387	0.137	0.051	0.177	0.05	0.053	0.031	0.025	0.026	2.993	5.817	3.207	1.865	3.005	3.013	1.064
0.383	0.731	0.41	0.239	0.386	0.387	0.137	0.051	0.177	0.05	0.053	0.031	0.025	0.026	2.993	5.817	3.207	1.865	3.005	3.013	1.064
0.383	0.731	0.41	0.239	0.386	0.387	0.137	0.051	0.177	0.05	0.053	0.031	0.025	0.026	2.993	5.817	3.207	1.865	3.005	3.013	1.064
0.384	0.735	0.407	0.239	0.384	0.385	0.138	0.05	0.176	0.049	0.053	0.031	0.026	0.026	3.004	5.847	3.184	1.866	2.991	2.997	1.074
0.391	0.736	0.405	0.238	0.38	0.388	0.138	0.052	0.177	0.05	0.053	0.032	0.025	0.026	3.052	5.856	3.167	1.857	2.96	3.017	1.074
0.386	0.733	0.406	0.24	0.378	0.391	0.138	0.052	0.177	0.05	0.052	0.032	0.026	0.026	3.019	5.834	3.171	1.873	2.948	3.048	1.075
0.386	0.733	0.406	0.24	0.378	0.391	0.138	0.052	0.177	0.05	0.052	0.032	0.026	0.026	3.019	5.834	3.171	1.873	2.948	3.048	1.075
0.386	0.733	0.406	0.24	0.378	0.391	0.138	0.052	0.177	0.05	0.052	0.032	0.026	0.026	3.019	5.834	3.171	1.873	2.948	3.048	1.075
0.381	0.738	0.41	0.237	0.378	0.388	0.137	0.051	0.178	0.049	0.053	0.031	0.026	0.026	2.976	5.871	3.202	1.853	2.945	3.021	1.069
0.381	0.738	0.41	0.237	0.378	0.388	0.137	0.051	0.178	0.049	0.053	0.031	0.026	0.026	2.976	5.871	3.202	1.853	2.945	3.021	1.069
0.376	0.738	0.412	0.238	0.379	0.391	0.137	0.051	0.177	0.05	0.052	0.032	0.025	0.026	2.94	5.873	3.221	1.857	2.953	3.044	1.07
0.374	0.734	0.417	0.236	0.382	0.391	0.137	0.051	0.176	0.05	0.051	0.031	0.025	0.026	2.925	5.843	3.259	1.846	2.973	3.042	1.068
0.371	0.734	0.415	0.234	0.384	0.39	0.137	0.051	0.175	0.051	0.052	0.032	0.025	0.026	2.903	5.841	3.243	1.826	2.993	3.038	1.064
0.368	0.733	0.419	0.232	0.385	0.391	0.135	0.051	0.175	0.05	0.053	0.032	0.025	0.026	2.879	5.834	3.271	1.814	2.999	3.045	1.054
0.377	0.733	0.415	0.233	0.384	0.392	0.135	0.051	0.174	0.05	0.054	0.031	0.025	0.026	2.949	5.832	3.243	1.823	2.992	3.05	1.051
0.374	0.737	0.415	0.229	0.386	0.394	0.136	0.051	0.175	0.05	0.054	0.032	0.025	0.026	2.923	5.861	3.244	1.791	3.005	3.065	1.059
0.373	0.746	0.414	0.228	0.385	0.397	0.137	0.05	0.174	0.048	0.053	0.031	0.024	0.025	2.916	5.93	3.232	1.78	3.003	3.089	1.065
0.373	0.746	0.414	0.228	0.385	0.397	0.137	0.05	0.174	0.048	0.053	0.031	0.024	0.025	2.916	5.93	3.232	1.78	3.003	3.089	1.065
0.379	0.746	0.413	0.229	0.382	0.398	0.136	0.05	0.174	0.047	0.052	0.032	0.024	0.025	2.957	5.933	3.226	1.787	2.977	3.1	1.058
0.379	0.746	0.413	0.229	0.382	0.398	0.136	0.05	0.174	0.047	0.052	0.032	0.024	0.025	2.957	5.933	3.226	1.787	2.977	3.1	1.058
0.386	0.746	0.413	0.227	0.381	0.395	0.135	0.05	0.174	0.047	0.052	0.031	0.024	0.025	3.017	5.937	3.222	1.773	2.971	3.077	1.053
0.386	0.743	0.413	0.229	0.38	0.396	0.135	0.05	0.173	0.046	0.051	0.031	0.024	0.025	3.017	5.91	3.224	1.789	2.964	3.081	1.05
0.376	0.744	0.418	0.231	0.376	0.391	0.136	0.051	0.174	0.047	0.05	0.03	0.025	0.026	2.937	5.921	3.264	1.808	2.932	3.04	1.06
0.383	0.745	0.415	0.232	0.375	0.393	0.136	0.051	0.174	0.047	0.05	0.031	0.024	0.025	2.996	5.922	3.242	1.81	2.92	3.058	1.061
0.387	0.741	0.413	0.232	0.376	0.394	0.136	0.052	0.173	0.048	0.051	0.031	0.025	0.026	3.021	5.896	3.226	1.815	2.931	3.067	1.058
