b1	b2	b3	b4	b5	b6	b7	r1	r2	r3	r4	r5	r6	r7	R01	R02	R03	R04	R05	R06	R07
0.333	0.739	0.391	0.234	0.376	0.383	0.133	0.099	0.197	0.057	0.06	0.037	0.03	0.031	2.696	6.233	3.108	1.863	2.966	3.01	1.048
0.326	0.741	0.392	0.232	0.373	0.385	0.133	0.098	0.197	0.057	0.061	0.037	0.03	0.032	2.641	6.246	3.119	1.846	2.94	3.025	1.048
0.334	0.729	0.399	0.236	0.374	0.377	0.132	0.096	0.199	0.058	0.06	0.037	0.03	0.032	2.703	6.154	3.178	1.878	2.949	2.965	1.04
0.337	0.734	0.394	0.234	0.37	0.379	0.133	0.096	0.2	0.058	0.06	0.038	0.031	0.032	2.723	6.201	3.133	1.862	2.917	2.978	1.043
0.325	0.741	0.395	0.232	0.373	0.376	0.133	0.095	0.199	0.056	0.059	0.037	0.031	0.032	2.63	6.254	3.139	1.847	2.944	2.953	1.048
0.314	0.746	0.391	0.236	0.373	0.378	0.134	0.096	0.198	0.057	0.059	0.038	0.031	0.032	2.538	6.293	3.111	1.877	2.944	2.975	1.055
0.321	0.748	0.395	0.234	0.373	0.378	0.133	0.094	0.197	0.054	0.059	0.037	0.03	0.032	2.597	6.305	3.138	1.861	2.939	2.97	1.043
0.329	0.743	0.394	0.233	0.373	0.377	0.133	0.094	0.196	0.054	0.059	0.037	0.03	0.032	2.657	6.264	3.128	1.853	2.939	2.967	1.046
0.324	0.745	0.394	0.232	0.374	0.379	0.133	0.095	0.197	0.054	0.059	0.037	0.03	0.032	2.618	6.279	3.128	1.846	2.947	2.98	1.048
0.326	0.745	0.394	0.233	0.373	0.377	0.134	0.095	0.196	0.055	0.06	0.037	0.03	0.032	2.634	6.281	3.129	1.854	2.944	2.964	1.05
0.326	0.736	0.397	0.236	0.372	0.379	0.134	0.096	0.197	0.055	0.06	0.037	0.031	0.032	2.635	6.205	3.153	1.881	2.933	2.979	1.052
0.315	0.749	0.394	0.232	0.368	0.387	0.133	0.097	0.198	0.056	0.06	0.037	0.031	0.031	2.545	6.318	3.135	1.849	2.901	3.042	1.049
0.311	0.753	0.393	0.231	0.366	0.389	0.134	0.097	0.198	0.056	0.06	0.038	0.03	0.031	2.514	6.355	3.125	1.84	2.89	3.059	1.054
0.311	0.753	0.393	0.231	0.366	0.389	0.134	0.097	0.198	0.056	0.06	0.038	0.03	0.031	2.514	6.355	3.125	1.84	2.89	3.059	1.054
0.312	0.75	0.396	0.231	0.364	0.389	0.134	0.097	0.198	0.057	0.061	0.038	0.03	0.031	2.521	6.332	3.151	1.842	2.873	3.055	1.053
0.308	0.75	0.394	0.235	0.37	0.388	0.135	0.095	0.198	0.056	0.061	0.037	0.03	0.031	2.491	6.324	3.129	1.872	2.92	3.049	1.059
0.31	0.747	0.398	0.233	0.367	0.385	0.135	0.094	0.199	0.056	0.06	0.037	0.031	0.032	2.505	6.308	3.166	1.854	2.892	3.023	1.065
0.31	0.747	0.398	0.233	0.367	0.385	0.135	0.094	0.199	0.056	0.06	0.037	0.031	0.032	2.505	6.308	3.166	1.854	2.892	3.023	1.065
0.31	0.747	0.398	0.233	0.367	0.385	0.135	0.094	0.199	0.056	0.06	0.037	0.031	0.032	2.505	6.308	3.166	1.854	2.892	3.023	1.065
0.31	0.747	0.398	0.233	0.367	0.385	0.135	0.094	0.199	0.056	0.06	0.037	0.031	0.032	2.505	6.308	3.166	1.854	2.892	3.023	1.065
0.317	0.742	0.394	0.238	0.368	0.386	0.136	0.095	0.2	0.056	0.06	0.037	0.031	0.031	2.559	6.268	3.131	1.897	2.903	3.033	1.069
0.321	0.74	0.393	0.239	0.37	0.384	0.135	0.094	0.199	0.057	0.06	0.037	0.03	0.031	2.595	6.247	3.128	1.906	2.919	3.02	1.064
0.323	0.743	0.39	0.24	0.369	0.385	0.135	0.094	0.199	0.057	0.06	0.037	0.03	0.031	2.611	6.272	3.103	1.909	2.912	3.029	1.065
0.327	0.739	0.392	0.24	0.37	0.387	0.136	0.094	0.199	0.057	0.059	0.037	0.03	0.031	2.645	6.239	3.117	1.912	2.915	3.039	1.066
0.309	0.746	0.397	0.241	0.373	0.386	0.136	0.093	0.199	0.056	0.058	0.036	0.029	0.03	2.497	6.301	3.159	1.916	2.937	3.034	1.073
0.328	0.737	0.402	0.24	0.368	0.389	0.137	0.093	0.2	0.055	0.057	0.036	0.028	0.029	2.652	6.222	3.193	1.908	2.898	3.057	1.075
0.333	0.726	0.402	0.244	0.369	0.388	0.138	0.091	0.201	0.055	0.058	0.036	0.029	0.03	2.689	6.137	3.198	1.94	2.909	3.046	1.088
0.334	0.732	0.397	0.241	0.372	0.389	0.139	0.091	0.201	0.055	0.059	0.036	0.029	0.03	2.694	6.181	3.155	1.916	2.93	3.053	1.089
0.335	0.736	0.394	0.242	0.368	0.39	0.139	0.09	0.201	0.055	0.059	0.036	0.029	0.03	2.707	6.217	3.13	1.923	2.9	3.067	1.095
0.339	0.739	0.392	0.239	0.371	0.387	0.139	0.089	0.201	0.055	0.058	0.035	0.029	0.03	2.735	6.247	3.112	1.905	2.926	3.039	1.093
0.337	0.74	0.396	0.239	0.372	0.385	0.139	0.089	0.201	0.053	0.058	0.035	0.029	0.029	2.72	6.252	3.141	1.905	2.934	3.025	1.09
0.34	0.731	0.401	0.238	0.373	0.388	0.14	0.089	0.202	0.054	0.058	0.036	0.028	0.029	2.74	6.181	3.183	1.897	2.941	3.046	1.097
0.335	0.724	0.409	0.237	0.372	0.384	0.141	0.09	0.202	0.055	0.058	0.036	0.029	0.03	2.699	6.121	3.248	1.882	2.934	3.013	1.105
0.336	0.723	0.405	0.236	0.377	0.382	0.14	0.09	0.202	0.056	0.058	0.036	0.03	0.03	2.712	6.112	3.221	1.881	2.97	3	1.101
0.337	0.732	0.401	0.241	0.376	0.382	0.139	0.09	0.201	0.055	0.058	0.035	0.029	0.03	2.717	6.182	3.189	1.913	2.965	3	1.09
0.337	0.732	0.401	0.241	0.376	0.382	0.139	0.09	0.201	0.055	0.058	0.035	0.029	0.03	2.717	6.182	3.189	1.913	2.965	3	1.09
0.338	0.729	0.401	0.24	0.38	0.384	0.139	0.089	0.201	0.056	0.057	0.034	0.028	0.03	2.726	6.162	3.19	1.906	2.991	3.012	1.09
0.337	0.728	0.404	0.241	0.379	0.384	0.138	0.088	0.2	0.056	0.058	0.034	0.028	0.029	2.716	6.148	3.215	1.916	2.984	3.016	1.087
0.337	0.727	0.403	0.243	0.379	0.384	0.139	0.088	0.2	0.055	0.058	0.034	0.028	0.029	2.715	6.14	3.204	1.93	2.981	3.015	1.091
0.34	0.727	0.399	0.244	0.378	0.39	0.14	0.088	0.199	0.056	0.058	0.034	0.028	0.028	2.74	6.136	3.172	1.943	2.979	3.064	1.099
0.348	0.728	0.39	0.243	0.382	0.39	0.138	0.089	0.198	0.055	0.059	0.034	0.028	0.028	2.806	6.147	3.101	1.934	3.006	3.064	1.088
0.341	0.725	0.398	0.243	0.381	0.39	0.138	0.09	0.198	0.055	0.06	0.034	0.028	0.029	2.751	6.119	3.161	1.936	2.998	3.062	1.082
0.348	0.727	0.391	0.245	0.383	0.389	0.137	0.087	0.198	0.057	0.06	0.035	0.028	0.029	2.801	6.134	3.106	1.948	3.015	3.053	1.073
0.352	0.726	0.386	0.246	0.383	0.387	0.137	0.086	0.197	0.057	0.06	0.035	0.028	0.029	2.833	6.121	3.071	1.957	3.013	3.038	1.078
0.352	0.726	0.386	0.246	0.383	0.387	0.137	0.086	0.197	0.057	0.06	0.035	0.028	0.029	2.833	6.121	3.071	1.957	3.013	3.038	1.078
0.34	0.731	0.388	0.247	0.382	0.387	0.137	0.085	0.197	0.057	0.06	0.035	0.028	0.029	2.74	6.163	3.088	1.97	3.012	3.037	1.078
0.34	0.731	0.388	0.247	0.382	0.387	0.137	0.085	0.197	0.057	0.06	0.035	0.028	0.029	2.74	6.163	3.088	1.97	3.012	3.037	1.078
0.343	0.731	0.385	0.25	0.382	0.386	0.137	0.086	0.198	0.057	0.059	0.035	0.028	0.029	2.764	6.167	3.062	1.989	3.007	3.029	1.079
0.342	0.732	0.387	0.249	0.383	0.387	0.139	0.086	0.199	0.057	0.059	0.034	0.028	0.029	2.758	6.179	3.079	1.982	3.014	3.038	1.089
0.336	0.735	0.391	0.246	0.375	0.389	0.138	0.087	0.198	0.056	0.058	0.035	0.028	0.029	2.704	6.204	3.113	1.954	2.956	3.054	1.083
0.329	0.739	0.396	0.241	0.376	0.389	0.138	0.087	0.199	0.056	0.058	0.035	0.028	0.029	2.651	6.233	3.147	1.921	2.962	3.055	1.084
0.33	0.739	0.395	0.244	0.376	0.387	0.138	0.086	0.198	0.056	0.058	0.035	0.028	0.029	2.66	6.232	3.141	1.939	2.963	3.036	1.081
0.337	0.739	0.392	0.242	0.373	0.387	0.137	0.086	0.198	0.057	0.058	0.035	0.029	0.029	2.71	6.235	3.121	1.924	2.936	3.038	1.08
0.337	0.739	0.392	0.242	0.373	0.387	0.137	0.086	0.198	0.057	0.058	0.035	0.029	0.029	2.71	6.235	3.121	1.924	2.936	3.038	1.08
0.337	0.731	0.398	0.242	0.376	0.389	0.137	0.086	0.198	0.056	0.058	0.035	0.028	0.029	2.717	6.165	3.167	1.923	2.96	3.057	1.073
0.337	0.736	0.394	0.241	0.379	0.386	0.138	0.086	0.199	0.056	0.059	0.034	0.029	0.029	2.716	6.214	3.131	1.914	2.983	3.032	1.084
0.34	0.737	0.391	0.242	0.378	0.386	0.139	0.087	0.199	0.055	0.059	0.034	0.028	0.029	2.735	6.222	3.103	1.923	2.974	3.035	1.092
0.341	0.735	0.392	0.237	0.379	0.387	0.14	0.086	0.198	0.056	0.058	0.036	0.029	0.03	2.749	6.198	3.113	1.884	2.985	3.042	1.102
0.345	0.731	0.392	0.237	0.378	0.389	0.14	0.085	0.198	0.056	0.059	0.036	0.029	0.029	2.778	6.168	3.118	1.887	2.98	3.055	1.099
0.345	0.731	0.392	0.237	0.378	0.389	0.14	0.085	0.198	0.056	0.059	0.036	0.029	0.029	2.778	6.168	3.118	1.887	2.98	3.055	1.099
0.345	0.731	0.392	0.237	0.378	0.389	0.14	0.085	0.198	0.056	0.059	0.036	0.029	0.029	2.778	6.168	3.118	1.887	2.98	3.055	1.099
0.345	0.731	0.392	0.237	0.378	0.389	0.14	0.085	0.198	0.056	0.059	0.036	0.029	0.029	2.778	6.168	3.118	1.887	2.98	3.055	1.099
0.341	0.731	0.392	0.238	0.377	0.39	0.14	0.085	0.198	0.056	0.06	0.036	0.029	0.029	2.749	6.165	3.118	1.896	2.969	3.062	1.103
0.335	0.729	0.395	0.243	0.376	0.388	0.14	0.085	0.198	0.056	0.059	0.035	0.029	0.029	2.697	6.156	3.139	1.933	2.96	3.046	1.104
0.326	0.731	0.399	0.25	0.371	0.384	0.138	0.085	0.198	0.057	0.059	0.035	0.029	0.03	2.625	6.166	3.171	1.987	2.926	3.016	1.088
0.331	0.73	0.395	0.241	0.373	0.385	0.138	0.084	0.199	0.058	0.059	0.036	0.03	0.031	2.667	6.165	3.139	1.922	2.939	3.024	1.086
0.328	0.73	0.4	0.242	0.37	0.385	0.138	0.083	0.199	0.056	0.06	0.036	0.03	0.03	2.638	6.16	3.184	1.928	2.919	3.029	1.087
0.331	0.73	0.4	0.239	0.369	0.386	0.139	0.083	0.199	0.056	0.06	0.037	0.03	0.03	2.663	6.164	3.177	1.9	2.911	3.036	1.089
0.331	0.73	0.4	0.239	0.369	0.386	0.139	0.083	0.199	0.056	0.06	0.037	0.03	0.03	2.663	6.164	3.177	1.9	2.911	3.036	1.089
0.329	0.731	0.402	0.232	0.372	0.385	0.139	0.084	0.2	0.055	0.06	0.037	0.03	0.031	2.649	6.169	3.198	1.85	2.929	3.03	1.092
0.329	0.731	0.402	0.232	0.372	0.385	0.139	0.084	0.2	0.055	0.06	0.037	0.03	0.031	2.649	6.169	3.198	1.85	2.929	3.03	1.092
0.329	0.731	0.402	0.232	0.372	0.385	0.139	0.084	0.2	0.055	0.06	0.037	0.03	0.031	2.649	6.169	3.198	1.85	2.929	3.03	1.092
0.329	0.731	0.402	0.232	0.372	0.385	0.139	0.084	0.2	0.055	0.06	0.037	0.03	0.031	2.649	6.169	3.198	1.85	2.929	3.03	1.092
0.329	0.731	0.402	0.232	0.372	0.385	0.139	0.084	0.2	0.055	0.06	0.037	0.03	0.031	2.649	6.169	3.198	1.85	2.929	3.03	1.092
0.329	0.73	0.403	0.234	0.371	0.385	0.139	0.085	0.2	0.056	0.059	0.037	0.03	0.031	2.646	6.165	3.205	1.862	2.922	3.029	1.094
0.32	0.73	0.411	0.229	0.372	0.383	0.139	0.085	0.203	0.056	0.059	0.037	0.03	0.031	2.575	6.17	3.267	1.823	2.932	3.007	1.094
0.318	0.732	0.411	0.232	0.371	0.383	0.139	0.085	0.203	0.057	0.059	0.037	0.03	0.031	2.561	6.189	3.267	1.851	2.925	3.013	1.096
0.312	0.736	0.405	0.234	0.377	0.386	0.139	0.085	0.204	0.055	0.06	0.036	0.03	0.03	2.508	6.222	3.221	1.865	2.968	3.032	1.092
0.308	0.735	0.408	0.233	0.375	0.388	0.139	0.084	0.202	0.055	0.061	0.037	0.029	0.03	2.48	6.209	3.241	1.86	2.956	3.047	1.094
0.308	0.735	0.408	0.233	0.375	0.388	0.139	0.084	0.202	0.055	0.061	0.037	0.029	0.03	2.48	6.209	3.241	1.86	2.956	3.047	1.094
0.308	0.735	0.408	0.233	0.375	0.388	0.139	0.084	0.202	0.055	0.061	0.037	0.029	0.03	2.48	6.209	3.241	1.86	2.956	3.047	1.094
0.308	0.735	0.408	0.233	0.375	0.388	0.139	0.084	0.202	0.055	0.061	0.037	0.029	0.03	2.48	6.209	3.241	1.86	2.956	3.047	1.094
0.303	0.738	0.408	0.234	0.377	0.387	0.14	0.084	0.202	0.056	0.06	0.037	0.029	0.03	2.437	6.234	3.245	1.864	2.972	3.037	1.097
0.308	0.735	0.411	0.233	0.376	0.387	0.14	0.084	0.202	0.056	0.062	0.036	0.029	0.03	2.474	6.215	3.264	1.853	2.961	3.038	1.103
0.314	0.737	0.409	0.229	0.382	0.386	0.141	0.084	0.203	0.056	0.06	0.036	0.029	0.029	2.527	6.231	3.254	1.824	3.014	3.035	1.106
0.307	0.736	0.409	0.231	0.384	0.389	0.141	0.084	0.203	0.056	0.061	0.036	0.029	0.029	2.473	6.226	3.25	1.838	3.028	3.053	1.106
0.307	0.736	0.409	0.231	0.384	0.389	0.141	0.084	0.203	0.056	0.061	0.036	0.029	0.029	2.473	6.226	3.25	1.838	3.028	3.053	1.106
0.305	0.737	0.407	0.237	0.386	0.389	0.14	0.084	0.204	0.056	0.061	0.036	0.028	0.029	2.456	6.233	3.238	1.889	3.038	3.054	1.101
0.313	0.732	0.41	0.236	0.387	0.389	0.141	0.082	0.203	0.055	0.061	0.034	0.028	0.028	2.513	6.184	3.258	1.882	3.05	3.055	1.109
0.306	0.732	0.414	0.238	0.386	0.39	0.14	0.083	0.204	0.056	0.06	0.034	0.027	0.028	2.46	6.191	3.293	1.894	3.037	3.058	1.102
0.306	0.732	0.414	0.238	0.386	0.39	0.14	0.083	0.204	0.056	0.06	0.034	0.027	0.028	2.46	6.191	3.293	1.894	3.037	3.058	1.102
0.31	0.74	0.41	0.235	0.379	0.391	0.14	0.083	0.204	0.055	0.059	0.034	0.028	0.028	2.492	6.258	3.259	1.874	2.985	3.068	1.098
0.311	0.739	0.403	0.235	0.385	0.391	0.14	0.083	0.204	0.055	0.059	0.035	0.028	0.029	2.504	6.248	3.203	1.87	3.031	3.068	1.1
0.312	0.738	0.403	0.237	0.388	0.39	0.14	0.084	0.202	0.057	0.059	0.034	0.028	0.028	2.513	6.239	3.202	1.883	3.052	3.063	1.096
0.309	0.733	0.406	0.239	0.388	0.392	0.139	0.084	0.202	0.057	0.06	0.034	0.028	0.028	2.484	6.199	3.228	1.903	3.053	3.078	1.093
0.318	0.74	0.401	0.234	0.39	0.392	0.139	0.083	0.203	0.055	0.059	0.034	0.027	0.028	2.559	6.258	3.185	1.862	3.071	3.079	1.089
0.318	0.74	0.401	0.234	0.39	0.392	0.139	0.083	0.203	0.055	0.059	0.034	0.027	0.028	2.559	6.258	3.185	1.862	3.071	3.079	1.089
0.302	0.749	0.4	0.238	0.388	0.391	0.139	0.082	0.203	0.056	0.059	0.034	0.027	0.028	2.431	6.336	3.177	1.897	3.052	3.071	1.091
0.302	0.749	0.4	0.238	0.388	0.391	0.139	0.082	0.203	0.056	0.059	0.034	0.027	0.028	2.431	6.336	3.177	1.897	3.052	3.071	1.091
0.302	0.749	0.4	0.238	0.388	0.391	0.139	0.082	0.203	0.056	0.059	0.034	0.027	0.028	2.431	6.336	3.177	1.897	3.052	3.071	1.091
0.302	0.749	0.4	0.238	0.388	0.391	0.139	0.082	0.203	0.056	0.059	0.034	0.027	0.028	2.431	6.336	3.177	1.897	3.052	3.071	1.091
0.303	0.749	0.401	0.241	0.388	0.39	0.139	0.082	0.203	0.057	0.059	0.034	0.027	0.028	2.434	6.331	3.191	1.916	3.053	3.064	1.09
0.3	0.752	0.403	0.237	0.39	0.393	0.138	0.082	0.202	0.058	0.059	0.034	0.027	0.027	2.41	6.357	3.203	1.883	3.07	3.086	1.084
0.3	0.751	0.405	0.235	0.392	0.39	0.138	0.082	0.203	0.058	0.06	0.034	0.027	0.028	2.414	6.352	3.223	1.872	3.085	3.057	1.082
0.308	0.751	0.395	0.237	0.392	0.391	0.138	0.083	0.203	0.056	0.059	0.034	0.027	0.028	2.48	6.347	3.141	1.889	3.085	3.066	1.084
0.316	0.741	0.397	0.241	0.389	0.391	0.137	0.083	0.202	0.056	0.06	0.034	0.027	0.028	2.544	6.26	3.156	1.917	3.063	3.072	1.077
0.316	0.741	0.397	0.241	0.389	0.391	0.137	0.083	0.202	0.056	0.06	0.034	0.027	0.028	2.544	6.26	3.156	1.917	3.063	3.072	1.077
0.316	0.741	0.397	0.241	0.389	0.391	0.137	0.083	0.202	0.056	0.06	0.034	0.027	0.028	2.544	6.26	3.156	1.917	3.063	3.072	1.077
0.32	0.742	0.398	0.238	0.391	0.392	0.137	0.084	0.202	0.056	0.059	0.034	0.027	0.028	2.571	6.274	3.166	1.893	3.077	3.078	1.075
0.32	0.742	0.398	0.238	0.391	0.392	0.137	0.084	0.202	0.056	0.059	0.034	0.027	0.028	2.571	6.274	3.166	1.893	3.077	3.078	1.075
0.326	0.739	0.391	0.244	0.389	0.39	0.139	0.083	0.204	0.056	0.059	0.034	0.027	0.029	2.622	6.247	3.107	1.943	3.06	3.063	1.09
0.32	0.742	0.394	0.244	0.388	0.387	0.139	0.083	0.202	0.056	0.059	0.034	0.027	0.029	2.572	6.273	3.134	1.94	3.054	3.04	1.089
0.326	0.744	0.393	0.241	0.389	0.387	0.139	0.083	0.202	0.056	0.059	0.034	0.027	0.028	2.625	6.292	3.126	1.922	3.06	3.039	1.093
0.323	0.747	0.388	0.241	0.387	0.388	0.14	0.083	0.202	0.057	0.059	0.034	0.028	0.029	2.594	6.311	3.089	1.921	3.048	3.045	1.097
0.323	0.747	0.388	0.241	0.387	0.388	0.14	0.083	0.202	0.057	0.059	0.034	0.028	0.029	2.594	6.311	3.089	1.921	3.048	3.045	1.097
0.323	0.747	0.388	0.241	0.387	0.388	0.14	0.083	0.202	0.057	0.059	0.034	0.028	0.029	2.594	6.311	3.089	1.921	3.048	3.045	1.097
0.323	0.747	0.388	0.241	0.387	0.388	0.14	0.083	0.202	0.057	0.059	0.034	0.028	0.029	2.594	6.311	3.089	1.921	3.048	3.045	1.097
0.323	0.747	0.388	0.241	0.387	0.388	0.14	0.083	0.202	0.057	0.059	0.034	0.028	0.029	2.594	6.311	3.089	1.921	3.048	3.045	1.097
0.316	0.747	0.388	0.244	0.384	0.391	0.139	0.083	0.203	0.057	0.059	0.035	0.028	0.029	2.545	6.318	3.087	1.941	3.025	3.071	1.091
0.307	0.757	0.389	0.243	0.382	0.39	0.139	0.082	0.203	0.057	0.058	0.034	0.028	0.029	2.472	6.396	3.093	1.936	3.006	3.063	1.096
0.298	0.756	0.391	0.242	0.387	0.387	0.141	0.084	0.201	0.058	0.06	0.035	0.028	0.028	2.394	6.39	3.113	1.925	3.05	3.038	1.11
0.297	0.75	0.396	0.243	0.385	0.389	0.141	0.083	0.201	0.057	0.061	0.035	0.028	0.029	2.392	6.333	3.149	1.932	3.029	3.052	1.105
0.305	0.747	0.393	0.241	0.384	0.394	0.141	0.083	0.201	0.057	0.06	0.036	0.028	0.028	2.452	6.315	3.124	1.922	3.024	3.095	1.108
0.323	0.738	0.396	0.238	0.378	0.392	0.14	0.084	0.201	0.058	0.061	0.036	0.029	0.029	2.595	6.238	3.147	1.898	2.98	3.083	1.1
0.323	0.738	0.396	0.238	0.378	0.392	0.14	0.084	0.201	0.058	0.061	0.036	0.029	0.029	2.595	6.238	3.147	1.898	2.98	3.083	1.1
0.31	0.743	0.399	0.239	0.377	0.393	0.141	0.085	0.201	0.058	0.06	0.035	0.028	0.029	2.493	6.274	3.176	1.905	2.966	3.09	1.105
0.307	0.747	0.402	0.237	0.379	0.393	0.141	0.086	0.201	0.057	0.058	0.035	0.028	0.028	2.469	6.313	3.196	1.884	2.987	3.083	1.104
0.312	0.754	0.398	0.235	0.379	0.391	0.143	0.085	0.203	0.055	0.058	0.035	0.028	0.028	2.515	6.375	3.159	1.873	2.983	3.068	1.12
0.308	0.751	0.401	0.238	0.379	0.39	0.143	0.085	0.202	0.053	0.057	0.035	0.028	0.028	2.478	6.346	3.182	1.891	2.985	3.06	1.125
0.302	0.752	0.404	0.236	0.375	0.395	0.143	0.084	0.201	0.054	0.059	0.036	0.028	0.028	2.428	6.351	3.209	1.876	2.957	3.098	1.127
0.302	0.752	0.404	0.236	0.375	0.395	0.143	0.084	0.201	0.054	0.059	0.036	0.028	0.028	2.428	6.351	3.209	1.876	2.957	3.098	1.127
0.295	0.753	0.405	0.234	0.378	0.393	0.143	0.085	0.201	0.054	0.06	0.036	0.028	0.028	2.377	6.358	3.217	1.86	2.978	3.089	1.125
0.311	0.746	0.399	0.234	0.383	0.4	0.145	0.085	0.2	0.055	0.061	0.036	0.027	0.027	2.504	6.303	3.173	1.864	3.021	3.137	1.135
0.301	0.747	0.407	0.235	0.384	0.395	0.143	0.085	0.199	0.056	0.059	0.035	0.027	0.028	2.422	6.309	3.231	1.866	3.025	3.104	1.126
0.297	0.751	0.407	0.232	0.384	0.395	0.143	0.085	0.199	0.055	0.058	0.035	0.027	0.028	2.388	6.336	3.233	1.849	3.024	3.104	1.127
0.303	0.75	0.404	0.228	0.386	0.396	0.144	0.084	0.198	0.056	0.059	0.035	0.028	0.028	2.441	6.332	3.21	1.818	3.037	3.109	1.127
0.305	0.754	0.401	0.229	0.391	0.391	0.143	0.084	0.198	0.056	0.059	0.035	0.027	0.028	2.453	6.36	3.186	1.824	3.081	3.068	1.121
0.307	0.755	0.401	0.231	0.391	0.388	0.143	0.084	0.198	0.055	0.059	0.034	0.027	0.028	2.474	6.368	3.186	1.842	3.077	3.047	1.122
0.307	0.755	0.401	0.231	0.391	0.388	0.143	0.084	0.198	0.055	0.059	0.034	0.027	0.028	2.474	6.368	3.186	1.842	3.077	3.047	1.122
0.315	0.743	0.404	0.235	0.391	0.392	0.142	0.084	0.197	0.055	0.058	0.034	0.027	0.027	2.537	6.264	3.206	1.867	3.081	3.074	1.113
0.315	0.743	0.404	0.235	0.391	0.392	0.142	0.084	0.197	0.055	0.058	0.034	0.027	0.027	2.537	6.264	3.206	1.867	3.081	3.074	1.113
0.316	0.744	0.402	0.233	0.391	0.395	0.142	0.083	0.196	0.055	0.059	0.034	0.027	0.027	2.54	6.275	3.198	1.857	3.076	3.099	1.118
0.311	0.745	0.405	0.232	0.389	0.394	0.143	0.084	0.197	0.055	0.059	0.034	0.027	0.027	2.5	6.283	3.218	1.845	3.065	3.096	1.119
0.314	0.747	0.4	0.232	0.388	0.394	0.143	0.084	0.198	0.055	0.06	0.035	0.027	0.028	2.526	6.305	3.177	1.849	3.058	3.095	1.123
0.313	0.752	0.394	0.235	0.388	0.393	0.143	0.084	0.197	0.054	0.06	0.034	0.027	0.028	2.522	6.347	3.13	1.87	3.055	3.081	1.12
0.315	0.756	0.393	0.233	0.385	0.39	0.143	0.084	0.197	0.055	0.059	0.035	0.028	0.028	2.538	6.376	3.124	1.851	3.029	3.066	1.12
0.311	0.754	0.39	0.239	0.384	0.391	0.143	0.083	0.196	0.056	0.059	0.035	0.028	0.028	2.502	6.362	3.1	1.905	3.023	3.07	1.121
0.327	0.743	0.388	0.239	0.386	0.388	0.145	0.085	0.195	0.058	0.06	0.035	0.028	0.029	2.635	6.264	3.086	1.907	3.038	3.048	1.136
0.32	0.747	0.391	0.234	0.389	0.389	0.145	0.084	0.195	0.058	0.06	0.035	0.028	0.028	2.577	6.298	3.111	1.867	3.062	3.055	1.14
0.32	0.736	0.396	0.234	0.388	0.391	0.144	0.085	0.193	0.059	0.061	0.035	0.028	0.029	2.575	6.196	3.152	1.864	3.057	3.067	1.13
0.32	0.736	0.396	0.234	0.388	0.391	0.144	0.085	0.193	0.059	0.061	0.035	0.028	0.029	2.575	6.196	3.152	1.864	3.057	3.067	1.13
0.32	0.736	0.396	0.234	0.388	0.391	0.144	0.085	0.193	0.059	0.061	0.035	0.028	0.029	2.575	6.196	3.152	1.864	3.057	3.067	1.13
0.323	0.729	0.398	0.235	0.393	0.394	0.144	0.085	0.195	0.059	0.061	0.035	0.028	0.028	2.602	6.142	3.168	1.871	3.095	3.094	1.131
0.323	0.729	0.398	0.235	0.393	0.394	0.144	0.085	0.195	0.059	0.061	0.035	0.028	0.028	2.602	6.142	3.168	1.871	3.095	3.094	1.131
0.328	0.729	0.392	0.24	0.396	0.396	0.144	0.084	0.194	0.06	0.062	0.035	0.027	0.027	2.637	6.144	3.118	1.912	3.117	3.109	1.131
0.334	0.734	0.389	0.239	0.393	0.396	0.145	0.083	0.194	0.06	0.062	0.035	0.027	0.027	2.689	6.179	3.094	1.908	3.099	3.106	1.138
0.337	0.734	0.387	0.24	0.39	0.398	0.145	0.084	0.195	0.059	0.061	0.035	0.027	0.027	2.714	6.188	3.084	1.913	3.074	3.122	1.136
0.337	0.734	0.387	0.24	0.39	0.398	0.145	0.084	0.195	0.059	0.061	0.035	0.027	0.027	2.714	6.188	3.084	1.913	3.074	3.122	1.136
0.342	0.729	0.386	0.241	0.392	0.399	0.145	0.085	0.195	0.058	0.061	0.035	0.027	0.027	2.753	6.147	3.072	1.921	3.09	3.135	1.136
0.333	0.731	0.388	0.244	0.393	0.399	0.146	0.083	0.195	0.058	0.061	0.035	0.027	0.027	2.677	6.166	3.086	1.945	3.099	3.131	1.144
0.329	0.736	0.386	0.247	0.387	0.404	0.148	0.081	0.195	0.059	0.061	0.035	0.026	0.026	2.642	6.205	3.07	1.965	3.047	3.168	1.158
0.331	0.736	0.388	0.248	0.387	0.4	0.148	0.081	0.196	0.059	0.061	0.034	0.026	0.026	2.663	6.207	3.088	1.98	3.05	3.137	1.159
0.327	0.731	0.387	0.25	0.387	0.401	0.148	0.081	0.196	0.059	0.061	0.035	0.027	0.027	2.632	6.165	3.08	1.99	3.048	3.147	1.161
0.327	0.731	0.387	0.25	0.387	0.401	0.148	0.081	0.196	0.059	0.061	0.035	0.027	0.027	2.632	6.165	3.08	1.99	3.048	3.147	1.161
0.327	0.734	0.389	0.245	0.388	0.401	0.148	0.081	0.195	0.059	0.06	0.035	0.027	0.027	2.625	6.187	3.099	1.949	3.055	3.15	1.161
