b1	b2	b3	b4	b5	b6	b7	r1	r2	r3	r4	r5	r6	r7	R01	R02	R03	R04	R05	R06	R07
0.325	0.735	0.39	0.244	0.391	0.401	0.148	0.081	0.195	0.059	0.061	0.035	0.027	0.026	2.615	6.191	3.103	1.942	3.081	3.146	1.165
0.336	0.729	0.387	0.246	0.389	0.4	0.149	0.081	0.195	0.06	0.061	0.035	0.027	0.026	2.698	6.146	3.083	1.96	3.065	3.14	1.168
0.339	0.724	0.386	0.248	0.391	0.401	0.148	0.08	0.195	0.06	0.061	0.035	0.027	0.026	2.726	6.102	3.076	1.977	3.077	3.145	1.162
0.341	0.722	0.39	0.246	0.39	0.401	0.148	0.08	0.195	0.061	0.061	0.035	0.027	0.026	2.742	6.08	3.103	1.963	3.073	3.151	1.16
0.341	0.722	0.39	0.246	0.39	0.401	0.148	0.08	0.195	0.061	0.061	0.035	0.027	0.026	2.742	6.08	3.103	1.963	3.073	3.151	1.16
0.338	0.725	0.388	0.249	0.39	0.403	0.148	0.08	0.195	0.061	0.062	0.034	0.026	0.026	2.713	6.109	3.088	1.986	3.069	3.161	1.158
0.338	0.725	0.388	0.249	0.39	0.403	0.148	0.08	0.195	0.061	0.062	0.034	0.026	0.026	2.713	6.109	3.088	1.986	3.069	3.161	1.158
0.331	0.724	0.385	0.252	0.395	0.4	0.146	0.08	0.195	0.061	0.063	0.035	0.027	0.027	2.66	6.102	3.066	2.009	3.111	3.141	1.143
0.335	0.722	0.386	0.251	0.395	0.401	0.145	0.08	0.196	0.061	0.063	0.035	0.027	0.026	2.693	6.083	3.075	2	3.109	3.145	1.141
0.33	0.723	0.389	0.251	0.393	0.401	0.145	0.081	0.195	0.061	0.062	0.035	0.027	0.027	2.651	6.092	3.098	2.002	3.096	3.147	1.141
0.33	0.723	0.389	0.251	0.393	0.401	0.145	0.081	0.195	0.061	0.062	0.035	0.027	0.027	2.651	6.092	3.098	2.002	3.096	3.147	1.141
0.315	0.734	0.39	0.247	0.393	0.398	0.144	0.08	0.196	0.062	0.061	0.035	0.027	0.027	2.531	6.188	3.112	1.966	3.095	3.124	1.134
0.316	0.736	0.389	0.245	0.393	0.397	0.145	0.081	0.196	0.062	0.061	0.035	0.027	0.027	2.542	6.207	3.098	1.955	3.093	3.117	1.135
0.314	0.737	0.391	0.247	0.394	0.395	0.144	0.081	0.196	0.06	0.061	0.035	0.027	0.027	2.52	6.216	3.111	1.97	3.103	3.099	1.13
0.314	0.737	0.391	0.247	0.394	0.395	0.144	0.081	0.196	0.06	0.061	0.035	0.027	0.027	2.52	6.216	3.111	1.97	3.103	3.099	1.13
0.316	0.738	0.388	0.248	0.394	0.394	0.144	0.081	0.196	0.061	0.061	0.035	0.027	0.027	2.538	6.226	3.088	1.978	3.1	3.09	1.13
0.323	0.734	0.387	0.247	0.398	0.394	0.145	0.081	0.196	0.06	0.062	0.034	0.027	0.027	2.593	6.19	3.081	1.969	3.131	3.095	1.135
0.328	0.73	0.389	0.244	0.395	0.397	0.145	0.08	0.197	0.059	0.061	0.035	0.027	0.027	2.637	6.155	3.099	1.944	3.112	3.119	1.137
0.328	0.736	0.385	0.246	0.396	0.395	0.145	0.08	0.196	0.06	0.062	0.034	0.027	0.027	2.633	6.205	3.068	1.959	3.119	3.101	1.135
0.328	0.736	0.385	0.246	0.396	0.395	0.145	0.08	0.196	0.06	0.062	0.034	0.027	0.027	2.633	6.205	3.068	1.959	3.119	3.101	1.135
0.332	0.731	0.389	0.245	0.399	0.395	0.144	0.08	0.196	0.06	0.061	0.034	0.026	0.027	2.67	6.162	3.098	1.954	3.139	3.097	1.133
0.332	0.731	0.389	0.245	0.399	0.395	0.144	0.08	0.196	0.06	0.061	0.034	0.026	0.027	2.67	6.162	3.098	1.954	3.139	3.097	1.133
0.332	0.731	0.389	0.245	0.399	0.395	0.144	0.08	0.196	0.06	0.061	0.034	0.026	0.027	2.67	6.162	3.098	1.954	3.139	3.097	1.133
0.331	0.728	0.388	0.247	0.399	0.393	0.145	0.079	0.197	0.059	0.061	0.034	0.027	0.027	2.653	6.142	3.09	1.966	3.145	3.087	1.134
0.336	0.733	0.391	0.242	0.399	0.392	0.146	0.08	0.197	0.058	0.06	0.033	0.027	0.026	2.698	6.184	3.114	1.926	3.139	3.075	1.144
0.341	0.726	0.397	0.237	0.396	0.393	0.145	0.079	0.197	0.058	0.06	0.034	0.027	0.027	2.734	6.126	3.162	1.887	3.117	3.087	1.138
0.353	0.728	0.393	0.236	0.396	0.393	0.145	0.079	0.196	0.057	0.059	0.034	0.026	0.027	2.833	6.14	3.122	1.877	3.121	3.081	1.141
0.349	0.725	0.395	0.236	0.399	0.391	0.144	0.079	0.197	0.057	0.059	0.034	0.027	0.027	2.805	6.118	3.141	1.878	3.138	3.071	1.133
0.353	0.729	0.395	0.237	0.395	0.399	0.145	0.079	0.196	0.056	0.058	0.034	0.026	0.026	2.833	6.145	3.138	1.885	3.112	3.128	1.134
0.353	0.721	0.4	0.237	0.401	0.397	0.145	0.078	0.196	0.056	0.059	0.033	0.026	0.026	2.834	6.077	3.181	1.885	3.153	3.113	1.135
0.353	0.721	0.4	0.237	0.401	0.397	0.145	0.078	0.196	0.056	0.059	0.033	0.026	0.026	2.834	6.077	3.181	1.885	3.153	3.113	1.135
0.353	0.721	0.4	0.237	0.401	0.397	0.145	0.078	0.196	0.056	0.059	0.033	0.026	0.026	2.834	6.077	3.181	1.885	3.153	3.113	1.135
0.353	0.721	0.4	0.237	0.401	0.397	0.145	0.078	0.196	0.056	0.059	0.033	0.026	0.026	2.834	6.077	3.181	1.885	3.153	3.113	1.135
0.353	0.721	0.4	0.237	0.401	0.397	0.145	0.078	0.196	0.056	0.059	0.033	0.026	0.026	2.834	6.077	3.181	1.885	3.153	3.113	1.135
0.356	0.719	0.398	0.241	0.398	0.396	0.145	0.077	0.196	0.057	0.058	0.034	0.026	0.026	2.857	6.063	3.162	1.916	3.131	3.106	1.136
0.352	0.721	0.396	0.244	0.397	0.401	0.145	0.076	0.196	0.056	0.059	0.033	0.025	0.026	2.824	6.082	3.146	1.938	3.122	3.148	1.139
0.359	0.718	0.399	0.24	0.395	0.4	0.145	0.076	0.196	0.056	0.058	0.033	0.026	0.025	2.878	6.056	3.173	1.912	3.11	3.142	1.138
0.356	0.72	0.404	0.242	0.39	0.399	0.145	0.076	0.196	0.055	0.057	0.033	0.025	0.026	2.852	6.073	3.21	1.925	3.069	3.126	1.139
0.356	0.72	0.404	0.242	0.39	0.399	0.145	0.076	0.196	0.055	0.057	0.033	0.025	0.026	2.852	6.073	3.21	1.925	3.069	3.126	1.139
0.356	0.72	0.404	0.242	0.39	0.399	0.145	0.076	0.196	0.055	0.057	0.033	0.025	0.026	2.852	6.073	3.21	1.925	3.069	3.126	1.139
0.352	0.723	0.404	0.24	0.391	0.399	0.144	0.075	0.197	0.055	0.057	0.032	0.025	0.025	2.824	6.094	3.208	1.91	3.08	3.13	1.133
0.352	0.723	0.404	0.24	0.391	0.399	0.144	0.075	0.197	0.055	0.057	0.032	0.025	0.025	2.824	6.094	3.208	1.91	3.08	3.13	1.133
0.352	0.719	0.406	0.242	0.394	0.398	0.144	0.075	0.197	0.054	0.057	0.032	0.025	0.026	2.819	6.068	3.223	1.927	3.097	3.12	1.13
0.348	0.72	0.407	0.243	0.392	0.395	0.144	0.075	0.197	0.055	0.057	0.032	0.025	0.026	2.788	6.075	3.236	1.929	3.086	3.102	1.13
0.348	0.72	0.407	0.243	0.392	0.395	0.144	0.075	0.197	0.055	0.057	0.032	0.025	0.026	2.788	6.075	3.236	1.929	3.086	3.102	1.13
0.348	0.72	0.407	0.243	0.392	0.395	0.144	0.075	0.197	0.055	0.057	0.032	0.025	0.026	2.788	6.075	3.236	1.929	3.086	3.102	1.13
0.351	0.721	0.405	0.24	0.396	0.396	0.145	0.075	0.197	0.055	0.056	0.032	0.025	0.026	2.81	6.085	3.215	1.91	3.114	3.108	1.134
0.357	0.722	0.405	0.24	0.394	0.395	0.145	0.075	0.198	0.056	0.056	0.032	0.025	0.026	2.861	6.09	3.216	1.91	3.102	3.1	1.135
0.357	0.722	0.405	0.24	0.394	0.395	0.145	0.075	0.198	0.056	0.056	0.032	0.025	0.026	2.861	6.09	3.216	1.91	3.102	3.1	1.135
0.352	0.719	0.405	0.241	0.393	0.395	0.144	0.076	0.198	0.056	0.056	0.032	0.026	0.026	2.821	6.064	3.218	1.915	3.093	3.102	1.13
0.352	0.719	0.405	0.241	0.393	0.395	0.144	0.076	0.198	0.056	0.056	0.032	0.026	0.026	2.821	6.064	3.218	1.915	3.093	3.102	1.13
0.349	0.72	0.407	0.24	0.395	0.394	0.144	0.075	0.197	0.055	0.057	0.032	0.026	0.026	2.797	6.078	3.237	1.906	3.105	3.093	1.13
0.349	0.72	0.407	0.24	0.395	0.394	0.144	0.075	0.197	0.055	0.057	0.032	0.026	0.026	2.797	6.078	3.237	1.906	3.105	3.093	1.13
0.346	0.724	0.407	0.241	0.394	0.393	0.145	0.075	0.198	0.055	0.057	0.032	0.025	0.026	2.773	6.112	3.237	1.915	3.1	3.079	1.135
0.348	0.727	0.403	0.24	0.391	0.393	0.144	0.074	0.197	0.056	0.056	0.032	0.026	0.026	2.786	6.134	3.202	1.911	3.075	3.082	1.131
0.348	0.727	0.403	0.24	0.391	0.393	0.144	0.074	0.197	0.056	0.056	0.032	0.026	0.026	2.786	6.134	3.202	1.911	3.075	3.082	1.131
0.345	0.728	0.401	0.24	0.392	0.398	0.144	0.075	0.197	0.055	0.057	0.032	0.025	0.026	2.761	6.143	3.19	1.911	3.086	3.12	1.132
0.345	0.728	0.401	0.24	0.392	0.398	0.144	0.075	0.197	0.055	0.057	0.032	0.025	0.026	2.761	6.143	3.19	1.911	3.086	3.12	1.132
0.352	0.728	0.401	0.241	0.393	0.395	0.144	0.075	0.196	0.055	0.057	0.032	0.025	0.026	2.821	6.14	3.19	1.913	3.095	3.096	1.133
0.348	0.723	0.406	0.24	0.393	0.395	0.145	0.076	0.197	0.054	0.057	0.032	0.025	0.026	2.788	6.102	3.226	1.91	3.09	3.101	1.137
0.353	0.723	0.406	0.238	0.393	0.398	0.146	0.077	0.197	0.055	0.056	0.032	0.025	0.025	2.835	6.095	3.229	1.894	3.089	3.125	1.142
0.353	0.723	0.406	0.238	0.393	0.398	0.146	0.077	0.197	0.055	0.056	0.032	0.025	0.025	2.835	6.095	3.229	1.894	3.089	3.125	1.142
0.353	0.723	0.406	0.238	0.393	0.398	0.146	0.077	0.197	0.055	0.056	0.032	0.025	0.025	2.835	6.095	3.229	1.894	3.089	3.125	1.142
0.352	0.721	0.407	0.24	0.389	0.399	0.146	0.077	0.197	0.055	0.056	0.032	0.025	0.025	2.822	6.081	3.232	1.912	3.065	3.128	1.147
0.352	0.721	0.407	0.24	0.389	0.399	0.146	0.077	0.197	0.055	0.056	0.032	0.025	0.025	2.822	6.081	3.232	1.912	3.065	3.128	1.147
0.354	0.726	0.407	0.239	0.388	0.398	0.147	0.078	0.197	0.055	0.055	0.032	0.025	0.025	2.837	6.12	3.237	1.897	3.051	3.123	1.156
0.348	0.725	0.408	0.242	0.388	0.396	0.147	0.078	0.197	0.055	0.054	0.032	0.025	0.025	2.796	6.111	3.243	1.926	3.052	3.107	1.154
0.345	0.73	0.407	0.245	0.381	0.4	0.146	0.079	0.197	0.055	0.054	0.031	0.025	0.025	2.773	6.156	3.234	1.945	2.999	3.135	1.149
0.351	0.73	0.404	0.246	0.382	0.403	0.146	0.078	0.198	0.054	0.053	0.032	0.025	0.025	2.816	6.161	3.205	1.95	3.001	3.161	1.145
0.353	0.727	0.404	0.247	0.383	0.403	0.145	0.078	0.199	0.054	0.054	0.032	0.025	0.025	2.837	6.135	3.207	1.963	3.009	3.158	1.138
0.353	0.727	0.404	0.247	0.383	0.403	0.145	0.078	0.199	0.054	0.054	0.032	0.025	0.025	2.837	6.135	3.207	1.963	3.009	3.158	1.138
0.353	0.727	0.404	0.247	0.383	0.403	0.145	0.078	0.199	0.054	0.054	0.032	0.025	0.025	2.837	6.135	3.207	1.963	3.009	3.158	1.138
0.353	0.727	0.404	0.247	0.383	0.403	0.145	0.078	0.199	0.054	0.054	0.032	0.025	0.025	2.837	6.135	3.207	1.963	3.009	3.158	1.138
0.353	0.727	0.404	0.247	0.383	0.403	0.145	0.078	0.199	0.054	0.054	0.032	0.025	0.025	2.837	6.135	3.207	1.963	3.009	3.158	1.138
0.353	0.727	0.404	0.247	0.383	0.403	0.145	0.078	0.199	0.054	0.054	0.032	0.025	0.025	2.837	6.135	3.207	1.963	3.009	3.158	1.138
0.353	0.727	0.404	0.247	0.383	0.403	0.145	0.078	0.199	0.054	0.054	0.032	0.025	0.025	2.837	6.135	3.207	1.963	3.009	3.158	1.138
0.353	0.727	0.404	0.247	0.383	0.403	0.145	0.078	0.199	0.054	0.054	0.032	0.025	0.025	2.837	6.135	3.207	1.963	3.009	3.158	1.138
0.353	0.727	0.404	0.247	0.383	0.403	0.145	0.078	0.199	0.054	0.054	0.032	0.025	0.025	2.837	6.135	3.207	1.963	3.009	3.158	1.138
0.353	0.727	0.404	0.247	0.383	0.403	0.145	0.078	0.199	0.054	0.054	0.032	0.025	0.025	2.837	6.135	3.207	1.963	3.009	3.158	1.138
0.356	0.728	0.406	0.247	0.381	0.402	0.145	0.078	0.198	0.053	0.055	0.032	0.025	0.025	2.855	6.142	3.222	1.961	2.996	3.149	1.136
0.358	0.733	0.404	0.245	0.375	0.399	0.145	0.077	0.2	0.052	0.052	0.032	0.025	0.025	2.871	6.189	3.21	1.942	2.954	3.132	1.14
0.358	0.733	0.404	0.245	0.375	0.399	0.145	0.077	0.2	0.052	0.052	0.032	0.025	0.025	2.871	6.189	3.21	1.942	2.954	3.132	1.14
0.356	0.732	0.405	0.244	0.377	0.4	0.146	0.078	0.2	0.051	0.052	0.032	0.025	0.026	2.86	6.178	3.215	1.934	2.969	3.133	1.142
0.356	0.732	0.405	0.244	0.377	0.4	0.146	0.078	0.2	0.051	0.052	0.032	0.025	0.026	2.86	6.178	3.215	1.934	2.969	3.133	1.142
0.354	0.733	0.406	0.247	0.376	0.399	0.145	0.078	0.2	0.052	0.053	0.031	0.025	0.025	2.838	6.186	3.222	1.961	2.961	3.133	1.138
0.35	0.726	0.416	0.244	0.381	0.399	0.144	0.078	0.201	0.052	0.053	0.031	0.025	0.025	2.809	6.134	3.299	1.933	2.993	3.125	1.128
0.344	0.726	0.416	0.246	0.382	0.395	0.145	0.078	0.201	0.053	0.052	0.031	0.025	0.025	2.76	6.137	3.306	1.95	3.004	3.101	1.135
0.336	0.728	0.419	0.247	0.383	0.393	0.144	0.078	0.201	0.052	0.052	0.031	0.025	0.025	2.697	6.147	3.325	1.964	3.009	3.083	1.128
0.336	0.728	0.419	0.247	0.383	0.393	0.144	0.078	0.201	0.052	0.052	0.031	0.025	0.025	2.697	6.147	3.325	1.964	3.009	3.083	1.128
0.336	0.728	0.419	0.247	0.383	0.393	0.144	0.078	0.201	0.052	0.052	0.031	0.025	0.025	2.697	6.147	3.325	1.964	3.009	3.083	1.128
0.337	0.728	0.419	0.246	0.38	0.392	0.144	0.078	0.201	0.052	0.053	0.031	0.025	0.026	2.708	6.15	3.322	1.955	2.984	3.074	1.127
0.337	0.728	0.419	0.246	0.38	0.392	0.144	0.078	0.201	0.052	0.053	0.031	0.025	0.026	2.708	6.15	3.322	1.955	2.984	3.074	1.127
0.347	0.726	0.413	0.249	0.384	0.39	0.143	0.077	0.201	0.053	0.053	0.031	0.025	0.026	2.783	6.129	3.28	1.976	3.016	3.057	1.121
0.355	0.722	0.409	0.249	0.384	0.391	0.143	0.076	0.2	0.053	0.053	0.031	0.025	0.026	2.844	6.098	3.244	1.978	3.017	3.065	1.123
0.349	0.725	0.412	0.25	0.381	0.39	0.143	0.076	0.2	0.053	0.053	0.031	0.025	0.026	2.802	6.122	3.27	1.983	2.993	3.056	1.123
0.349	0.725	0.412	0.25	0.381	0.39	0.143	0.076	0.2	0.053	0.053	0.031	0.025	0.026	2.802	6.122	3.27	1.983	2.993	3.056	1.123
0.349	0.725	0.412	0.25	0.381	0.39	0.143	0.076	0.2	0.053	0.053	0.031	0.025	0.026	2.802	6.122	3.27	1.983	2.993	3.056	1.123
0.357	0.718	0.41	0.25	0.379	0.389	0.144	0.077	0.201	0.053	0.054	0.032	0.026	0.026	2.86	6.064	3.253	1.985	2.985	3.051	1.128
0.354	0.725	0.408	0.249	0.377	0.39	0.144	0.076	0.2	0.053	0.053	0.031	0.026	0.026	2.842	6.126	3.24	1.977	2.968	3.056	1.127
0.354	0.725	0.408	0.249	0.377	0.39	0.144	0.076	0.2	0.053	0.053	0.031	0.026	0.026	2.842	6.126	3.24	1.977	2.968	3.056	1.127
0.354	0.725	0.408	0.249	0.377	0.39	0.144	0.076	0.2	0.053	0.053	0.031	0.026	0.026	2.842	6.126	3.24	1.977	2.968	3.056	1.127
0.354	0.725	0.408	0.249	0.377	0.39	0.144	0.076	0.2	0.053	0.053	0.031	0.026	0.026	2.842	6.126	3.24	1.977	2.968	3.056	1.127
0.356	0.721	0.408	0.25	0.379	0.392	0.143	0.076	0.2	0.053	0.053	0.032	0.025	0.026	2.856	6.092	3.243	1.982	2.984	3.076	1.125
0.356	0.721	0.408	0.25	0.379	0.392	0.143	0.076	0.2	0.053	0.053	0.032	0.025	0.026	2.856	6.092	3.243	1.982	2.984	3.076	1.125
0.348	0.723	0.409	0.247	0.382	0.393	0.143	0.076	0.2	0.053	0.055	0.032	0.026	0.026	2.79	6.105	3.245	1.966	3.005	3.084	1.123
0.339	0.729	0.412	0.24	0.385	0.391	0.142	0.077	0.198	0.054	0.054	0.032	0.026	0.027	2.719	6.154	3.273	1.908	3.025	3.067	1.113
0.342	0.725	0.413	0.239	0.384	0.39	0.142	0.077	0.198	0.055	0.055	0.032	0.026	0.027	2.742	6.114	3.285	1.9	3.018	3.06	1.112
0.342	0.726	0.411	0.242	0.385	0.388	0.142	0.077	0.198	0.054	0.055	0.032	0.026	0.027	2.743	6.122	3.268	1.924	3.031	3.045	1.118
0.356	0.717	0.41	0.241	0.385	0.391	0.142	0.076	0.197	0.054	0.056	0.032	0.026	0.027	2.851	6.048	3.259	1.919	3.029	3.069	1.115
0.356	0.717	0.41	0.241	0.385	0.391	0.142	0.076	0.197	0.054	0.056	0.032	0.026	0.027	2.851	6.048	3.259	1.919	3.029	3.069	1.115
0.356	0.717	0.41	0.241	0.385	0.391	0.142	0.076	0.197	0.054	0.056	0.032	0.026	0.027	2.851	6.048	3.259	1.919	3.029	3.069	1.115
0.356	0.717	0.41	0.241	0.385	0.391	0.142	0.076	0.197	0.054	0.056	0.032	0.026	0.027	2.851	6.048	3.259	1.919	3.029	3.069	1.115
0.356	0.717	0.41	0.241	0.385	0.391	0.142	0.076	0.197	0.054	0.056	0.032	0.026	0.027	2.851	6.048	3.259	1.919	3.029	3.069	1.115
0.345	0.722	0.41	0.245	0.385	0.39	0.141	0.076	0.197	0.054	0.055	0.033	0.026	0.027	2.766	6.092	3.255	1.949	3.033	3.061	1.111
0.334	0.723	0.413	0.248	0.381	0.391	0.14	0.076	0.198	0.054	0.056	0.032	0.026	0.027	2.68	6.102	3.282	1.969	2.996	3.066	1.098
0.334	0.723	0.413	0.248	0.381	0.391	0.14	0.076	0.198	0.054	0.056	0.032	0.026	0.027	2.68	6.102	3.282	1.969	2.996	3.066	1.098
0.338	0.722	0.409	0.247	0.381	0.39	0.138	0.075	0.198	0.054	0.057	0.032	0.026	0.028	2.711	6.091	3.248	1.961	2.996	3.062	1.087
0.339	0.731	0.403	0.243	0.379	0.388	0.138	0.074	0.199	0.055	0.056	0.033	0.027	0.028	2.717	6.168	3.205	1.931	2.985	3.049	1.081
0.34	0.733	0.399	0.243	0.378	0.389	0.138	0.073	0.199	0.054	0.056	0.034	0.027	0.029	2.722	6.184	3.171	1.936	2.975	3.054	1.083
0.342	0.73	0.4	0.244	0.378	0.386	0.136	0.073	0.198	0.055	0.057	0.034	0.027	0.029	2.739	6.159	3.182	1.94	2.973	3.029	1.068
0.347	0.735	0.394	0.243	0.379	0.386	0.136	0.073	0.199	0.055	0.058	0.033	0.028	0.029	2.777	6.205	3.129	1.93	2.985	3.031	1.071
0.349	0.729	0.401	0.235	0.384	0.388	0.137	0.074	0.199	0.055	0.057	0.035	0.028	0.028	2.798	6.152	3.186	1.868	3.02	3.045	1.075
0.348	0.73	0.397	0.236	0.383	0.39	0.136	0.073	0.199	0.055	0.057	0.035	0.028	0.029	2.788	6.166	3.156	1.876	3.016	3.059	1.066
0.341	0.733	0.403	0.234	0.389	0.389	0.136	0.074	0.199	0.054	0.058	0.033	0.027	0.028	2.73	6.188	3.197	1.863	3.06	3.054	1.065
0.341	0.726	0.408	0.23	0.39	0.389	0.136	0.075	0.198	0.055	0.058	0.035	0.027	0.028	2.729	6.126	3.243	1.832	3.072	3.05	1.066
0.341	0.726	0.408	0.23	0.39	0.389	0.136	0.075	0.198	0.055	0.058	0.035	0.027	0.028	2.729	6.126	3.243	1.832	3.072	3.05	1.066
0.348	0.725	0.403	0.231	0.389	0.389	0.137	0.076	0.196	0.054	0.059	0.034	0.028	0.028	2.793	6.116	3.2	1.839	3.065	3.053	1.074
0.348	0.727	0.404	0.233	0.389	0.385	0.137	0.075	0.196	0.054	0.058	0.034	0.027	0.029	2.788	6.128	3.21	1.851	3.06	3.025	1.079
0.352	0.725	0.407	0.232	0.389	0.383	0.138	0.076	0.196	0.054	0.058	0.034	0.027	0.029	2.818	6.11	3.231	1.843	3.059	3.009	1.084
0.352	0.725	0.407	0.232	0.389	0.383	0.138	0.076	0.196	0.054	0.058	0.034	0.027	0.029	2.818	6.11	3.231	1.843	3.059	3.009	1.084
0.352	0.725	0.407	0.232	0.389	0.383	0.138	0.076	0.196	0.054	0.058	0.034	0.027	0.029	2.818	6.11	3.231	1.843	3.059	3.009	1.084
0.349	0.728	0.4	0.231	0.39	0.386	0.137	0.076	0.196	0.055	0.059	0.034	0.028	0.029	2.796	6.136	3.179	1.842	3.068	3.033	1.079
0.347	0.731	0.403	0.226	0.388	0.386	0.137	0.076	0.196	0.055	0.059	0.034	0.028	0.029	2.786	6.166	3.205	1.802	3.053	3.031	1.08
0.353	0.722	0.403	0.231	0.385	0.39	0.138	0.077	0.196	0.053	0.059	0.034	0.028	0.029	2.836	6.09	3.2	1.838	3.032	3.065	1.081
0.367	0.715	0.402	0.234	0.383	0.393	0.138	0.078	0.197	0.054	0.059	0.034	0.027	0.028	2.945	6.034	3.189	1.861	3.016	3.087	1.082
0.367	0.715	0.402	0.234	0.383	0.393	0.138	0.078	0.197	0.054	0.059	0.034	0.027	0.028	2.945	6.034	3.189	1.861	3.016	3.087	1.082
0.359	0.719	0.402	0.237	0.382	0.392	0.138	0.078	0.197	0.053	0.059	0.034	0.027	0.028	2.878	6.067	3.193	1.884	3.009	3.078	1.085
0.361	0.712	0.407	0.235	0.384	0.392	0.138	0.078	0.198	0.054	0.058	0.034	0.027	0.028	2.895	6.013	3.233	1.867	3.021	3.077	1.087
0.361	0.712	0.407	0.235	0.384	0.392	0.138	0.078	0.198	0.054	0.058	0.034	0.027	0.028	2.895	6.013	3.233	1.867	3.021	3.077	1.087
0.361	0.712	0.407	0.235	0.384	0.392	0.138	0.078	0.198	0.054	0.058	0.034	0.027	0.028	2.895	6.013	3.233	1.867	3.021	3.077	1.087
0.366	0.705	0.411	0.237	0.383	0.391	0.137	0.079	0.197	0.054	0.058	0.033	0.027	0.028	2.936	5.944	3.267	1.883	3.019	3.067	1.079
0.364	0.71	0.41	0.236	0.382	0.39	0.138	0.08	0.196	0.054	0.059	0.033	0.027	0.028	2.921	5.989	3.258	1.875	3.01	3.059	1.082
0.364	0.71	0.41	0.236	0.382	0.39	0.138	0.08	0.196	0.054	0.059	0.033	0.027	0.028	2.921	5.989	3.258	1.875	3.01	3.059	1.082
0.377	0.706	0.409	0.236	0.384	0.387	0.138	0.081	0.197	0.054	0.058	0.033	0.027	0.028	3.028	5.95	3.25	1.881	3.023	3.037	1.081
0.375	0.703	0.412	0.239	0.381	0.388	0.138	0.079	0.195	0.053	0.057	0.033	0.027	0.028	3.013	5.926	3.274	1.903	3	3.046	1.086
0.375	0.703	0.412	0.239	0.381	0.388	0.138	0.079	0.195	0.053	0.057	0.033	0.027	0.028	3.013	5.926	3.274	1.903	3	3.046	1.086
0.378	0.701	0.41	0.24	0.381	0.389	0.138	0.079	0.196	0.053	0.057	0.033	0.027	0.028	3.034	5.912	3.253	1.909	3.002	3.05	1.087
0.378	0.705	0.409	0.236	0.382	0.391	0.14	0.079	0.196	0.053	0.055	0.034	0.027	0.028	3.032	5.945	3.25	1.875	3.011	3.071	1.098
0.377	0.708	0.414	0.236	0.374	0.394	0.14	0.079	0.195	0.052	0.056	0.033	0.026	0.027	3.03	5.964	3.286	1.877	2.946	3.095	1.102
0.374	0.71	0.413	0.234	0.374	0.395	0.141	0.079	0.195	0.052	0.057	0.034	0.027	0.027	3.005	5.979	3.277	1.861	2.945	3.1	1.103
0.368	0.712	0.411	0.231	0.375	0.393	0.141	0.08	0.195	0.053	0.058	0.035	0.028	0.028	2.955	5.996	3.262	1.838	2.957	3.087	1.11
0.367	0.715	0.407	0.229	0.375	0.394	0.141	0.08	0.195	0.053	0.057	0.035	0.028	0.028	2.948	6.027	3.231	1.818	2.957	3.098	1.108
0.366	0.715	0.408	0.229	0.376	0.395	0.141	0.08	0.195	0.052	0.057	0.036	0.028	0.028	2.938	6.023	3.239	1.823	2.965	3.099	1.108
0.37	0.715	0.406	0.228	0.377	0.392	0.141	0.08	0.194	0.052	0.058	0.035	0.028	0.029	2.971	6.025	3.22	1.814	2.969	3.077	1.109
0.387	0.706	0.408	0.232	0.374	0.392	0.141	0.079	0.191	0.052	0.056	0.035	0.027	0.028	3.107	5.944	3.239	1.843	2.944	3.079	1.109
0.387	0.704	0.407	0.232	0.375	0.392	0.141	0.078	0.191	0.054	0.057	0.035	0.028	0.028	3.104	5.925	3.231	1.848	2.955	3.078	1.105
0.379	0.708	0.405	0.232	0.375	0.391	0.141	0.078	0.191	0.053	0.058	0.035	0.028	0.029	3.044	5.955	3.213	1.845	2.955	3.069	1.11
0.389	0.694	0.406	0.235	0.377	0.39	0.142	0.08	0.192	0.054	0.059	0.035	0.028	0.029	3.127	5.844	3.228	1.871	2.97	3.059	1.117
0.389	0.694	0.406	0.235	0.377	0.39	0.142	0.08	0.192	0.054	0.059	0.035	0.028	0.029	3.127	5.844	3.228	1.871	2.97	3.059	1.117
0.398	0.69	0.406	0.235	0.377	0.395	0.142	0.08	0.191	0.054	0.058	0.036	0.028	0.028	3.201	5.802	3.221	1.871	2.97	3.098	1.119
0.4	0.697	0.403	0.232	0.382	0.398	0.143	0.08	0.191	0.055	0.059	0.035	0.027	0.027	3.216	5.867	3.202	1.843	3.01	3.12	1.121
0.397	0.693	0.405	0.232	0.382	0.398	0.144	0.08	0.192	0.055	0.059	0.035	0.027	0.027	3.191	5.833	3.217	1.848	3.011	3.123	1.127
0.402	0.695	0.404	0.232	0.382	0.395	0.143	0.08	0.192	0.056	0.059	0.035	0.027	0.027	3.226	5.848	3.208	1.847	3.006	3.102	1.124
0.4	0.693	0.406	0.23	0.381	0.396	0.143	0.08	0.192	0.056	0.059	0.036	0.028	0.028	3.214	5.835	3.23	1.827	3.004	3.106	1.123
0.388	0.696	0.409	0.226	0.381	0.395	0.143	0.08	0.193	0.055	0.059	0.036	0.028	0.028	3.113	5.86	3.253	1.802	3.005	3.1	1.125
